_ID,_Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,_Strada1,_DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,_NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,_Longitudine,_Latitudine,_CONFERMATO,__prefix,_Strada02,_Strada2,_Chilometrica
2573166,1,2015-11-06T20:20:00,Strada Urbana,in prossimitíæ,VIA LIBERIANA,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,12.49787,41.89723,True,z,del civico n.,,19
2570720,11,2015-11-06T21:00:00,Strada Urbana,all'intersezione con,VIA DI GROTTA PERFETTA,,Scontro frontale-laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,4,12.48691,41.84545,True,z,VIA SALVATORE DI GIACOMO,VIA SALVATORE DI GIACOMO,
2573666,12,2015-11-06T21:10:00,Regionale,da specificare,VIA PONTINA,"direzione POMEZIA KM 14,200",Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Inesistente,0,0,0,4,12.45106,41.79235,True,z,,,
2571742,10,2015-11-06T21:20:00,Strada Urbana,all'intersezione con,VIA LUCIO SESTIO,,Scontro frontale-laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,12.55615,41.85884,True,z,VIA MARCO VALERIO CORVO,VIA MARCO VALERIO CORVO,
2572732,2,2015-11-06T21:55:00,Strada Urbana,all'intersezione con,VIALE REGINA MARGHERITA,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,4,12.50453,41.91472,True,z,VIA DALMAZIA,VIA DALMAZIA,
2573012,1,2015-11-06T22:30:00,Strada Urbana,all'intersezione con,LARGO GIOVANNI BATTISTA MARZI,,Scontro frontale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,1,12.49637,41.90278,True,z,LUNGOTEVERE TESTACCIO,LUNGOTEVERE TESTACCIO,
2571776,10,2015-11-06T22:40:00,Strada Urbana,all'intersezione con,VIA FEDERICO DELPINO,,Veicolo in marcia contro veicolo in sosta,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,5,12.56615,41.8918,True,z,VIA DEI CICLAMINI,VIA DEI CICLAMINI,
2571264,15,2015-11-06T23:00:00,Strada Urbana,all'intersezione con,VIA TULLIO LEVI CIVITA,,Scontro frontale-laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,2,0,0,0,12.47335,41.85612,False,z,VIA LEOPOLDO NOBILI,VIA LEOPOLDO NOBILI,
2570753,8,2015-11-06T23:25:00,Strada Urbana,all'intersezione con,VIA DI TOR CERVARA,,Scontro frontale-laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Sufficiente,2,0,0,0,12.5895,41.91848,True,z,VIA ALESSANDRO MAGNASCO,VIA ALESSANDRO MAGNASCO,
2573203,17,2015-11-07T00:00:00,Strada Urbana,in prossimitíæ,VIA PIETRO CAVALLINI,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Acciotolata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,12.4481,41.90545,True,z,del civico n.,,40
2574924,1,2015-11-07T00:05:00,Strada Urbana,all'intersezione semaforizzata con,VIA DEI VERBITI,,Veicolo in marcia contro ostacolo accidentale,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,1,12.48599,41.87448,True,z,VIALE MARCO POLO,VIALE MARCO POLO,
2572736,2,2015-11-07T00:30:00,Strada Urbana,da specificare,VIA DELLE ISOLE CURZOLANE,altezza via Monte Epomeo,Scontro frontale-laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,4,0,0,0,12.53097,41.94907,False,z,,,
2570841,20,2015-11-07T00:30:00,Strada Urbana,da specificare,VIALE DI TOR DI QUINTO,prossimuitíæ rampavia del Foro Italico dir. centro,Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,4,12.4813,41.9406,True,z,,,
2573797,18,2015-11-07T01:05:00,Strada Urbana,in prossimitíæ,VIA DELLA MAGLIANELLA,,Scontro laterale fra veicoli in marcia,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,2,12.38406,41.91404,True,z,del civico n.,,375
2570756,8,2015-11-07T02:19:00,Strada Urbana,in corrispondenza,PIAZZALE DELLA STAZIONE TIBURTINA,,Investimento di pedone,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,1,12.53078,41.90968,False,z,del civico n.,,495
2571783,20,2015-11-07T03:00:00,Strada Urbana,in corrispondenza,VIA DEGLI ORTI DELLA FARNESINA,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,,0,0,0,1,,,False,z,del civico n.,,87
2572729,12,2015-11-07T04:00:00,Strada Urbana,in corrispondenza,VIALE DELLA TECNICA,,Veicolo in marcia contro veicoli in sosta,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,12.45978,41.82803,True,z,del civico n.,,245
2571824,10,2015-11-07T04:45:00,Autostrada,da specificare,VIA DI TOR BELLA MONACA,Rampa GRA usc. TORBELLAMONACA prov. Via Prenestina,Veicolo in marcia contro ostacolo fisso,Cavalcavia,Una carreggiata a senso unico di marcia,Asciutto,Con buche,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Inesistente,0,0,0,1,12.61395,41.89069,True,z,,,
2574384,18,2015-11-07T05:00:00,Strada Urbana,in prossimitíæ,VIA SIMONE SIMONI,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,12.44475,41.91004,True,z,del civico n.,,7
2572673,7,2015-11-07T05:15:00,Strada Urbana,all'intersezione con,VIA DEI MONTI TIBURTINI,,Tamponamento,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,2,12.54294,41.91714,True,z,VIA DEI DURANTINI,VIA DEI DURANTINI,
2572685,4,2015-11-07T06:00:00,Strada Urbana,in prossimitíæ,VIA ROBERTO ROSSELLINI,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,12.56633,41.94923,False,z,del civico n.,,30
2570746,20,2015-11-07T06:55:00,Strada Urbana,in prossimitíæ,VIA DELLA STAZIONE DI CESANO,,Veicolo in marcia contro ostacolo accidentale,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,12.32734,42.06248,True,z,del palo luce n.,,225
2572170,9,2015-11-07T07:40:00,Strada Urbana,in prossimitíæ,VIA APPIA NUOVA,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,12.54346,41.85394,True,z,del civico n.,,803
2571652,13,2015-11-07T07:50:00,Strada Urbana,all'intersezione con,VIALE DELLE REPUBBLICHE MARINARE,,Scontro frontale-laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,12.26909,41.7355,False,z,VIA GIOVANNI GARAU,VIA GIOVANNI GARAU,
2574834,1,2015-11-07T08:00:00,Strada Urbana,all'intersezione semaforizzata con,PIAZZA DELLE FINANZE,,Veicolo in marcia contro veicolo in sosta,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,,,False,z,VIA CERNAIA,VIA CERNAIA,
2574290,18,2015-11-07T08:25:00,Strada Urbana,da specificare,VIA ODOARDO GIOVE,IN PROSSIMITA'  DI VIA DI TORREVECCHIA,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,12.40526,41.91341,False,z,,,
2571172,13,2015-11-07T08:30:00,Strada Urbana,in prossimitíæ,VIA DI CASAL PALOCCO,,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.35263,41.75034,True,z,del civico n.,,130
2574278,18,2015-11-07T09:10:00,Strada Urbana,in corrispondenza,VIA BALDO DEGLI UBALDI,,Scontro frontale-laterale SX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.43386,41.89898,True,z,del civico n.,,116
2574579,18,2015-11-07T09:30:00,Strada Urbana,all'intersezione con,VIA DI BOCCEA,,Ribaltamento senza urto contro ostacolo fisso,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,0,12.4273,41.9012,False,z,LARGO DI BOCCEA,LARGO DI BOCCEA,
2575446,1,2015-11-07T09:50:00,Strada Urbana,da specificare,VIALE DEL MONTE OPPIO,INGRESSO CAMPI SPORTIVI,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,12.49637,41.89284,False,z,,,
2572551,11,2015-11-07T10:00:00,Strada Urbana,all'intersezione con,VIALE CARLO TOMMASO ODESCALCHI,,Scontro frontale-laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,12.50122,41.8571,True,z,PIAZZALE ANTONIO TOSTI,PIAZZALE ANTONIO TOSTI,
2571653,13,2015-11-07T10:15:00,Strada Urbana,all'intersezione con,VIALE DEL SOMMERGIBILE,,Scontro frontale-laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,12.26193,41.73702,True,z,VIA DELLA CORAZZATA,VIA DELLA CORAZZATA,
2571023,9,2015-11-07T10:40:00,Strada Urbana,all'intersezione con,VIA GALLIA,,Scontro frontale-laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,12.50505,41.88088,True,z,VIA METAPONTO,VIA METAPONTO,
2572895,16,2015-11-07T10:45:00,Strada Urbana,da specificare,VIA AURELIA ANTICA,TRA V. DELLA NOCETTA ED IL CIVICO 591 DI AURELIA A,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,12.43494,41.89015,False,z,,,
2573049,1,2015-11-07T10:50:00,Strada Urbana,all'intersezione con,VIA GARIBALDI,,Infortunio per sola frenata improvvisa,Incrocio,Una carreggiata a doppio senso,Bagnato (umiditíæ in atto),Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,12.46435,41.88898,True,z,VIA GOFFREDO MAMELI,VIA GOFFREDO MAMELI,
2572997,4,2015-11-07T11:15:00,Strada Urbana,in corrispondenza,VIA RENATO FUCINI,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,12.54715,41.95203,True,z,del civico n.,,65
2571269,15,2015-11-07T11:15:00,Strada Urbana,da specificare,PIAZZA ENRICO FERMI,fronte civico 17,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,12.46963,41.86413,True,z,,,
2571835,10,2015-11-07T11:20:00,Statale,da specificare,VIA APPIA NUOVA,fronte Chiesa S. Ignazio di Antiochia,Fuoriuscita dalla sede stradale,Rettilineo,Pií_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,12.55386,41.83286,True,z,,,
2572634,8,2015-11-07T12:30:00,Strada Urbana,da specificare,VIA DELLA TENUTA DEL CAVALIERE,prossimitíæ ponte sul fiume Aniene,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,12.66723,41.92711,True,z,,,
2572764,4,2015-11-07T12:40:00,Strada Urbana,all'intersezione con,VIA FRANCESCO D'OVIDIO,,Scontro frontale-laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Grandine in atto,Intenso,Sufficiente,Ore Diurne,0,0,0,3,12.55405,41.94412,True,z,VIA CARLO LORENZINI,VIA CARLO LORENZINI,
2573698,12,2015-11-07T12:45:00,Strada Urbana,da specificare,VIA CRISTOFORO COLOMBO,altezza LARGO PELLA,Scontro laterale fra veicoli in marcia,Curva a visuale libera,Pií_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.46837,41.82982,True,z,,,
2572790,3,2015-11-07T12:50:00,Strada Urbana,in prossimitíæ,VIALE IPPOCRATE,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,12.5177,41.90686,False,z,del civico n.,,93
2571618,15,2015-11-07T12:50:00,Strada Urbana,all'intersezione con,VIA DELLA MAGLIANA,,Scontro frontale-laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.42401,41.83394,True,z,VIA MONDOLFO,VIA MONDOLFO,
2573097,2,2015-11-07T13:00:00,Strada Urbana,da specificare,PIAZZA GIMMA,in prossimitíæ di viale Libia,Tamponamento,Rotatoria,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,12.51811,41.93064,True,z,,,
2571720,6,2015-11-07T13:05:00,,all'intersezione con,VIALE DELLA PRIMAVERA,,Scontro frontale-laterale DX fra veicoli in marcia,,,,,,,,,,0,0,0,3,,,False,z,VIA OBERDAN PETRINI,VIA OBERDAN PETRINI,
2572701,4,2015-11-07T13:20:00,Strada Urbana,all'intersezione semaforizzata con,VIA UGO OJETTI,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,12.55461,41.94712,True,z,VIA NOMENTANA,VIA NOMENTANA,
2571809,20,2015-11-07T13:30:00,Strada Urbana,all'intersezione con,VIA STEFANO JACINI,,Scontro frontale-laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Nebbia,Intenso,Buona,Ore Diurne,0,0,0,4,12.46915,41.9486,True,z,VIA CESARE FERRERO DI CAMBIANO,VIA CESARE FERRERO DI CAMBIANO,
2577573,2,2015-11-07T13:30:00,Strada Urbana,da specificare,PIAZZA CRATI,pross. civ. 22,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,12.51037,41.92684,True,z,,,
2571402,13,2015-11-07T13:30:00,Strada Urbana,da specificare,VIALE DEI ROMAGNOLI,in prossimitíæ del bivio ROMA-OSTIA,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,12.28867,41.7483,True,z,,,
2575466,1,2015-11-07T14:00:00,Strada Urbana,da specificare,VIA BENIAMINO FRANKLIN,IN PROSS. VIA FERRARIS,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,12.47262,41.87822,True,z,,,
2572644,8,2015-11-07T14:00:00,Strada Urbana,all'intersezione con,VIA COLLATINA,,Veicolo in marcia contro ostacolo accidentale,Rotatoria,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.61098,41.90564,True,z,VIA DI SALONE,VIA DI SALONE,
2574404,18,2015-11-07T14:10:00,Strada Urbana,in prossimitíæ,VIA GAETANO MAZZONI,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,12.39489,41.90836,False,z,del civico n.,,50-B
2572651,8,2015-11-07T14:15:00,Strada Urbana,all'intersezione con,VIA ALBERTO LUTHULI,,Scontro frontale-laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,2,0,0,1,12.67623,41.89381,True,z,VIA RAOUL FOLLEREAU,VIA RAOUL FOLLEREAU,
2572996,3,2015-11-07T14:25:00,,in prossimitíæ,VIA CATANIA,,Scontro frontale-laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False,z,del civico n.,,46
2572321,9,2015-11-07T14:30:00,Strada Urbana,in corrispondenza,VIA SIRIA,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,12.51133,41.87497,True,z,del civico n.,,46
2572657,8,2015-11-07T14:40:00,,all'intersezione con,VIA COLLATINA,,Veicolo in marcia contro ostacolo fisso,,,,,,,,,,2,0,0,0,,,False,z,VIA ENRICO FORLANINI,VIA ENRICO FORLANINI,
2571730,13,2015-11-07T14:50:00,Strada Urbana,all'intersezione con,VIA DELLE CAROLINE,,Scontro frontale-laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.27649,41.74017,True,z,VIA ISOLE SALOMONE,VIA ISOLE SALOMONE,
2572664,8,2015-11-07T14:50:00,,in corrispondenza,VIALE DEI ROMANISTI,,Veicolo in marcia contro ostacolo fisso,,,,,,,,,,0,0,0,2,,,False,z,del civico n.,,10
2572671,4,2015-11-07T15:00:00,,da specificare,VIA CAVRIGLIA,prossimitíæ via Prati Fiscali,Infortunio per sola frenata improvvisa,,,,,,,,,,0,0,0,1,12.51588,41.94744,False,z,,,
2572757,16,2015-11-07T15:50:00,Strada Urbana,in prossimitíæ,VIALE ISACCO NEWTON,,Tamponamento,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.44082,41.85769,True,z,del civico n.,,86-A
2571616,15,2015-11-07T16:00:00,Strada Urbana,all'intersezione con,VIA ARTURO MERCANTI,,Veicolo in marcia contro ostacolo accidentale,Intersezione non regolata-non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,12.3951,41.8225,False,z,VIALE GAETANO ARTURO CROCCO,VIALE GAETANO ARTURO CROCCO,
2573086,17,2015-11-07T16:30:00,Strada Urbana,all'intersezione con,VIA FABIO MASSIMO,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,12.46305,41.90979,True,z,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,
2574219,18,2015-11-07T16:30:00,Strada Urbana,da specificare,RAMPA GRA CARREGGIATA ESTERNA,BOCCEA-CASALOTTI,Tamponamento Multiplo,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,12.49637,41.90278,True,z,,,
2571871,10,2015-11-07T17:30:00,Strada Urbana,da specificare,VIALE PALMIRO TOGLIATTI,F.C. 207 DIREZIONE VIA CASILINA,Investimento di pedone,Rettilineo,Pií_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,12.56962,41.86174,False,z,,,
2572727,16,2015-11-07T18:00:00,Strada Urbana,all'intersezione con,VIA VIRGINIA AGNELLI,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale,Sereno,Normale,Sufficiente,Sufficiente,2,0,0,2,,,False,z,VIA RAFFAELE BATTISTINI,VIA RAFFAELE BATTISTINI,
2572545,11,2015-11-07T18:05:00,Strada Urbana,all'intersezione con,VIA ARDEATINA,,Scontro laterale fra veicoli in marcia,Rotatoria,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,2,12.51824,41.82697,True,z,VIA DI VIGNA MURATA,VIA DI VIGNA MURATA,
2574568,18,2015-11-07T18:20:00,Strada Urbana,all'intersezione con,RAMPA AURELIA,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,5,12.45162,41.90006,True,z,VIA PASQUALE PASQUINI,VIA PASQUALE PASQUINI,
2571617,15,2015-11-07T18:50:00,Strada Urbana,in corrispondenza,VIA DELLA MAGLIANA,,Scontro frontale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Sufficiente,Sufficiente,0,0,0,2,12.45693,41.84584,True,z,del civico n.,,265
2571740,13,2015-11-07T19:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA DEL MARE,,Investimento di pedone,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,12.2797,41.73432,False,z,VIA DELLE GONDOLE,VIA DELLE GONDOLE,
2572869,17,2015-11-07T19:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA CIPRO,,Investimento di pedone,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,,,False,z,VIALE DEGLI AMMIRAGLI,VIALE DEGLI AMMIRAGLI,
2571620,15,2015-11-07T20:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA PORTUENSE,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,12.40939,41.84342,False,z,VIA GIACOMO FOLCHI,VIA GIACOMO FOLCHI,
2571891,10,2015-11-07T20:10:00,Strada Urbana,da specificare,VIA TUSCOLANA,in prossimitíæ di via Scribonio Curione,Infortunio per sola frenata improvvisa,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,0,12.55293,41.86212,True,z,,,
2571831,20,2015-11-07T20:50:00,Strada Urbana,in corrispondenza,VIA CASSIA,,Scontro frontale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Insufficiente,0,0,0,7,12.41717,41.98004,True,z,del civico n.,,1171
2573088,2,2015-11-07T21:00:00,Strada Urbana,all'intersezione con,VIALE SOMALIA,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,3,12.51581,41.93589,True,z,VIA FARA SABINA,VIA FARA SABINA,
2573349,17,2015-11-07T21:15:00,Strada Urbana,all'intersezione con,VIA VIRGINIO ORSINI,,Scontro frontale-laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,2,12.46911,41.91127,False,z,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,
2572726,5,2015-11-07T21:45:00,Strada Urbana,all'intersezione con,VIA DI CASA CALDA,,Scontro frontale-laterale DX fra veicoli in marcia,Intersezione non regolata-non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,1,0,12.58914,41.87324,False,z,VIA DEI FIORRANCINI,VIA DEI FIORRANCINI,
2573079,13,2015-11-07T22:50:00,Strada Urbana,all'intersezione con,VIA DELLA CORAZZATA,,Scontro laterale fra veicoli in marcia,Incrocio,,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,5,0,0,3,12.26545,41.73597,False,z,VIA DELLE TRIREMI,VIA DELLE TRIREMI,
2572746,2,2015-11-07T23:00:00,Strada Urbana,da specificare,VIALE JONIO,fronte civico 207,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,1,12.53666,41.94396,True,z,,,
