_ID,_Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,_Strada1,_DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,_NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,_Longitudine,_Latitudine,_CONFERMATO,__prefix,_Strada02,_Strada2,_Chilometrica
2641643,1,01/01/2016T10:32:00,Strada Urbana,in prossimit�,del palo luce n.,LUNGOTEVERE DE' CENCI,,10,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Viscido da liquidi oleosi,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,0,"12,47647","41,89194",False
2641525,12,01/01/2016T10:45:00,Strada Urbana,da specificare,,VIADOTTO DELLA MAGLIANA,,,prossimit� via del Pattinaggio direz. Fiumicino,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,"12,46706","41,84353",True
2641531,12,01/01/2016T11:50:00,Strada Urbana,da specificare,,VIADOTTO DELLA MAGLIANA,,,prossimit� via del Cappellaccio direz. Fiumicino,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,"12,46189","41,84",True
2640306,1,01/01/2016T12:30:00,Strada Urbana,all'intersezione con,VIA FERDINANDO DI SAVOIA,LUNGOTEVERE ARNALDO DA BRESCIA,VIA FERDINANDO DI SAVOIA,,,Veicolo in marcia contro veicolo fermo,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Sufficiente,Ore Diurne,0,0,0,2,"12,47261","41,9123",True
2639896,6,01/01/2016T13:00:00,Strada Urbana,all'intersezione con,VIA ERASMO GATTAMELATA,VIA LUCHINO DAL VERME,VIA ERASMO GATTAMELATA,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,"12,53657","41,88872",True
2640405,20,01/01/2016T13:20:00,Regionale entro l'abitato,all'intersezione con,VIA RICCARDO MORBELLI,VIA CASSIA,VIA RICCARDO MORBELLI,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,,Sereno,Scarso,Buona,Ore Diurne,2,0,0,4,,,False
2639906,6,01/01/2016T14:40:00,Strada Urbana,in prossimit�,del civico n.,VIA DELLA MARRANELLA,,48,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,"12,54236","41,88197",True
2640318,1,01/01/2016T15:10:00,Strada Urbana,da specificare,,PIAZZA AUGUSTO IMPERATORE,,,IN PROSSIMITA' VIA RIPETTA,Infortunio per caduta del veicolo,Rettilineo,,Asciutto,Acciotolata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,0,,,False
2639735,15,01/01/2016T16:30:00,Strada Urbana,in prossimit�,del civico n.,VIA DELLA MAGLIANA,,424,,Scontro frontale fra veicoli in marcia,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,4,0,0,1,"12,44653","41,83418",True
2646149,18,01/01/2016T16:30:00,Strada Urbana,in corrispondenza,del civico n.,VIA GREGORIO XI,,107,,Veicolo in marcia contro veicoli in sosta,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,0,"12,42106","41,90207",True
2639891,11,01/01/2016T17:55:00,Strada Urbana,in corrispondenza,del civico n.,VIA DELLA MAGLIANA,,243,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,4,"12,45772","41,84754",True
2640336,1,01/01/2016T18:30:00,Strada Urbana,all'intersezione con,VIA DEI PONTEFICI,PIAZZA AUGUSTO IMPERATORE,VIA DEI PONTEFICI,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,"12,47717","41,90647",True
2639910,8,01/01/2016T19:00:00,Strada Urbana,all'intersezione con,VIA OSCAR ARNULFO ROMERO,VIA DON PRIMO MAZZOLARI,VIA OSCAR ARNULFO ROMERO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,1,,,False
2639914,8,01/01/2016T19:30:00,Strada Urbana,all'intersezione con,VIA FILIPPO CESARE ANNESSI,VIALE DEI ROMANISTI,VIA FILIPPO CESARE ANNESSI,,,Veicolo in marcia contro ostacolo accidentale,Intersezione non regolata/non segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,4,"12,57733","41,86753",True
2640358,1,01/01/2016T20:15:00,Strada Urbana,da specificare,,LUNGOTEVERE DELLA FARNESINA,,,PROSSIMITA' ALBERO 9,Veicolo in marcia contro veicolo arresto,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,"12,46817","41,89355",True
2639916,8,01/01/2016T20:20:00,Strada Urbana,all'intersezione con,VIA FILIPPO CESARE ANNESSI,VIALE DEI ROMANISTI,VIA FILIPPO CESARE ANNESSI,,,Veicolo in marcia contro ostacolo accidentale,Intersezione non regolata/non segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,3,"12,57733","41,86753",True
2641520,12,01/01/2016T20:30:00,Strada Urbana,in prossimit�,del palo luce n.,VIALE DI VAL FIORITA,,17,,Veicolo in marcia contro veicoli in sosta,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,"12,46473","41,83984",True
2640181,20,01/01/2016T20:40:00,Strada Urbana,all'intersezione con,VIA DI VIGNA STELLUTI,LARGO DI VIGNA STELLUTI,VIA DI VIGNA STELLUTI,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,4,,,False
2641570,19,01/01/2016T22:10:00,Strada Urbana,in prossimit�,del civico n.,VIA TRIONFALE,,10874,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,4,"12,41249","41,95691",True
2640738,10,01/01/2016T23:45:00,Strada Urbana,da specificare,,VIA LEMONIA,,,fronte civ.191,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,"12,55877","41,85262",True
2639911,8,02/01/2016T00:30:00,Strada Urbana,all'intersezione con,VIA MILO,VIA MEZZOIUSO,VIA MILO,,,Veicolo in marcia contro ostacolo fisso,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,"12,67225","41,86616",True
2640746,10,02/01/2016T01:25:00,Strada Urbana,in prossimit�,del civico n.,VIA APPIA NUOVA,,860,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,1,0,0,2,"12,5514","41,84613",True
2640756,1,02/01/2016T08:10:00,Strada Urbana,in prossimit�,del civico n.,LUNGOTEVERE RAFFAELLO SANZIO,,12,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Viscido da liquidi oleosi,Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,47338","41,8905",True
2641419,9,02/01/2016T08:10:00,,all'intersezione semaforizzata con,VIA MONSELICE,VIA TUSCOLANA,VIA MONSELICE,,,Scontro laterale fra veicoli in marcia,,,,,,,,,,2,0,0,1,,,False
2640282,7,02/01/2016T08:10:00,Strada Urbana,all'intersezione con,VIA DEI CASTANI,VIA DEI GELSI,VIA DEI CASTANI,,,Investimento di pedone,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,1,0,0,1,"12,56533","41,88851",True
2640407,15,02/01/2016T08:25:00,Strada Urbana,all'intersezione semaforizzata con,VIA DEGLI ALAGNO,VIALE ARTURO MARTINI,VIA DEGLI ALAGNO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,"12,41417","41,84736",True
2640743,1,02/01/2016T08:50:00,Strada Urbana,in corrispondenza,del civico n.,LUNGOTEVERE DEI VALLATI,,25,,Infortunio per sola frenata improvvisa,Curva a visuale libera,Una carreggiata a senso unico di marcia,Viscido da liquidi oleosi,Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,"12,47376","41,89187",True
2642696,1,02/01/2016T08:55:00,Strada Urbana,in prossimit�,del civico n.,LUNGOTEVERE DE' CENCI,,4,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Sdrucciolevole (fango),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,4,"12,47535","41,89196",True
2640749,1,02/01/2016T08:55:00,Strada Urbana,in prossimit�,del civico n.,LUNGOTEVERE DEI VALLATI,,21,,Veicolo in marcia contro veicolo in sosta,Curva a visuale libera,Una carreggiata a senso unico di marcia,Sdrucciolevole (fango),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,47345","41,8917",True
2642781,1,02/01/2016T09:00:00,Strada Urbana,in corrispondenza,del civico n.,LUNGOTEVERE DE' CENCI,,4B,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Sdrucciolevole (fango),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,"12,47535","41,89196",True
2640737,1,02/01/2016T09:00:00,Strada Urbana,in prossimit�,del civico n.,LUNGOTEVERE DE' CENCI,,3,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Sdrucciolevole (pietrisco),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,1,"12,47511","41,89191",False
2640726,1,02/01/2016T09:05:00,Strada Urbana,da specificare,,LUNGOTEVERE RAFFAELLO SANZIO,,,PROSSIMITA' VIA DEL POLITEAMA,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,0,"12,47209","41,89077",False
2642629,17,02/01/2016T09:15:00,Strada Urbana,in prossimit�,del palo luce n.,VIALE DELLO STADIO OLIMPICO,,29/30,,Ribaltamento senza urto contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,"12,45365","41,93099",True
2640394,13,02/01/2016T09:15:00,Strada Urbana,da specificare,,VIALE DEI ROMAGNOLI,,,prossimit� Via Felice da Garessio,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2644783,1,02/01/2016T09:20:00,Strada Urbana,in prossimit�,del civico n.,LUNGOTEVERE DE' CENCI,,5,,Tamponamento Multiplo,Rettilineo,Una carreggiata a senso unico di marcia,Sdrucciolevole (fango),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,4,"12,47558","41,89186",True
2640763,1,02/01/2016T09:30:00,Strada Urbana,in corrispondenza,del civico n.,LUNGOTEVERE RAFFAELLO SANZIO,,9,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a senso unico di marcia,Viscido da liquidi oleosi,Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,"12,47184","41,89085",True
2640293,7,02/01/2016T09:30:00,Strada Urbana,all'intersezione con,VIA ARENA,VIA DEI CICLAMINI,VIA ARENA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,2,"12,56574","41,89283",True
2641475,4,02/01/2016T09:30:00,Strada Urbana,all'intersezione con,VIA ROSINA ANSELMI,VIA GIUSEPPE IMER,VIA ROSINA ANSELMI,,,Tamponamento,Incrocio,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,"12,53179","41,96666",True
2641549,2,02/01/2016T09:55:00,Strada Urbana,da specificare,,VIA DEL FORO ITALICO,,,alt. palo acea n. 295,Ribaltamento senza urto contro ostacolo fisso,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,"12,48278","41,94005",False
2641544,12,02/01/2016T09:55:00,Comunale extraurbana,da specificare,,VIA CRISTOFORO COLOMBO,,,direzione Roma in prossimit� Via Carlo Levi,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,46009","41,81234",True
2641692,12,02/01/2016T10:00:00,Strada Urbana,da specificare,,VIA CRISTOFORO COLOMBO,,,direzione Roma prossimit� Via C.Levi,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,"12,45975","41,81263",True
2640324,7,02/01/2016T10:00:00,Strada Urbana,da specificare,,VIA SALVIATI,,,nei pressi di via Tor Cervara,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Ore Diurne,0,0,0,3,"12,5885","41,90771",True
2640483,13,02/01/2016T10:20:00,,in corrispondenza,del civico n.,VIA DELLE SIRENE,,79,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,1,"12,27141","41,7343",False
2641530,16,02/01/2016T10:25:00,Strada Urbana,in prossimit�,del civico n.,VIA AURELIA ANTICA,,535,,Scontro frontale/laterale SX fra veicoli in marcia,Curva a visuale libera,Una carreggiata a doppio senso,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,0,0,0,3,"12,41157","41,88895",True
2640320,7,02/01/2016T11:20:00,Strada Urbana,all'intersezione con,VIALE DELLA BELLA VILLA,VIA DELLE SPIGHE,VIALE DELLA BELLA VILLA,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,1,"12,57519","41,87392",True
2641451,5,02/01/2016T11:30:00,Strada Urbana,da specificare,,NUOVA CIRCONVALLAZIONE INTERNA,,,direzione VIA SALARIA 200 metri prima del tunnel,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,0,"12,53269","41,90444",False
2641440,8,02/01/2016T11:30:00,Provinciale,da specificare,,VIA PRENESTINA,,,alt.za Pratolungo Casilino dir.ne Roma centro,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"12,66085","41,89077",True
2641678,12,02/01/2016T11:50:00,Strada Urbana,in prossimit�,del civico n.,VIA ALFONSINE,,15,,Veicolo in marcia contro veicoli in arresto,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,"12,42553","41,78788",True
2641684,12,02/01/2016T11:50:00,Strada Urbana,all'intersezione semaforizzata con,LARGO GIUSEPPE PELLA,VIA CRISTOFORO COLOMBO,LARGO GIUSEPPE PELLA,,,Veicolo in marcia contro ostacolo fisso,Incrocio,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,1,"12,46876","41,82977",True
2640741,10,02/01/2016T12:00:00,Strada Urbana,in prossimit�,del civico n.,VIA DI TOR VERGATA,,428,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,4,"12,62123","41,83616",True
2641448,8,02/01/2016T12:00:00,Strada Urbana,in prossimit�,del palo luce n.,VIA DI LUNGHEZZINA,,323,,Fuoriuscita dalla sede stradale,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,0,"12,67819","41,92641",False
2658897,26,02/01/2016T12:00:00,Strada Urbana,in prossimit�,del palo luce n.,VIA DELLE TRE PILE,,2,,Veicolo in marcia contro veicolo in sosta,Pendenza,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Acciotolata,Assente,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"12,48222","41,8934",True
2640418,13,02/01/2016T12:05:00,Strada Urbana,da specificare,,LUNGOMARE PAOLO TOSCANELLI,,,altezza civico 63,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,27494","41,73016",True
2640906,20,02/01/2016T12:15:00,Strada Urbana,in prossimit�,del civico n.,VIALE DI TOR DI QUINTO,,151,,Fuoriuscita dalla sede stradale,Curva senza visuale libera,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,3,,,False
2641631,3,02/01/2016T12:15:00,Strada Urbana,all'intersezione semaforizzata con,VIALE VENTUNO APRILE,PIAZZA BOLOGNA,VIALE VENTUNO APRILE,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,"12,52113","41,91336",True
2641674,12,02/01/2016T12:30:00,Strada Urbana,in prossimit�,del civico n.,VIALE DELL'OCEANO INDIANO,,22,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"12,45231","41,82736",True
2641599,18,02/01/2016T12:45:00,Strada Urbana,all'intersezione con,VIA DAVIDE GIORDANO,VIA ALFONSO SPLENDORE,VIA DAVIDE GIORDANO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,2,"12,38854","41,90956",True
2640735,7,02/01/2016T13:00:00,Strada Urbana,all'intersezione con,VIA GIORGIO PERLASCA,VIA COLLATINA,VIA GIORGIO PERLASCA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,"12,56921","41,90157",True
2641567,2,02/01/2016T13:00:00,Strada Urbana,da specificare,,VIA DEL FORO ITALICO,,,dir. S. Giovanni alt. uscita SALARIA centro,Tamponamento,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"12,48104","41,94025",True
2640900,20,02/01/2016T13:10:00,Strada Urbana,in prossimit�,del civico n.,VIALE DELLO STADIO OLIMPICO,,16,,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,0,,,False
2651123,18,02/01/2016T13:15:00,,in prossimit�,del civico n.,VIA DELLA MADONNA DEL RIPOSO,,13,,Scontro frontale fra veicoli in marcia,,,,,,,,,,1,0,0,1,"12,43448","41,89697",False
2642653,17,02/01/2016T13:20:00,,all'intersezione con,VIA TOMMASO CAMPANELLA,VIA TRIONFALE,VIA TOMMASO CAMPANELLA,,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,0,0,0,2,,,False
2641703,12,02/01/2016T13:25:00,Strada Urbana,all'intersezione con,VIA ANTONINO GIUFFRE',VIA DI TRIGORIA,VIA ANTONINO GIUFFRE',,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Ore Diurne,2,0,0,1,"12,47951","41,7708",False
2641473,5,02/01/2016T13:30:00,Strada Urbana,in prossimit�,del palo luce n.,VIALE DEL TECNOPOLO,,17,,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Due carreggiate,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Ore Diurne,1,0,0,0,"12,64052","41,93607",False
2640895,20,02/01/2016T13:40:00,Strada Urbana,in prossimit�,del civico n.,VIALE DELLO STADIO OLIMPICO,,16,,Fuoriuscita dalla sede stradale,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Bagnato (umidit� in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,"12,45417","41,9299",True
2640871,20,02/01/2016T13:45:00,Strada Urbana,da specificare,,VIALE DELLO STADIO OLIMPICO,,,altezza civico 16,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,45417","41,9299",True
2640806,1,02/01/2016T14:00:00,Strada Urbana,in prossimit�,del civico n.,VIA VITTORIO EMANUELE ORLANDO,,83,,Investimento di pedone,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),In cubetti di porfido,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"12,49488","41,90366",True
2641686,1,02/01/2016T14:00:00,Strada Urbana,in prossimit�,del civico n.,PIAZZA DI PORTA MAGGIORE,,27,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,4,"12,5139","41,89129",True
2641760,12,02/01/2016T14:15:00,Statale,da specificare,,VIA OSTIENSE,,,in prox rampa GRA carreggiata interna,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Una carreggiata a doppio senso,Bagnato (umidit� in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Ore Diurne,0,0,0,5,"12,42158","41,80872",True
2644776,5,02/01/2016T14:20:00,Strada Urbana,da specificare,,VIALE PALMIRO TOGLIATTI,,,rampa inversione di marcia,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"12,5737","41,90512",True
2641552,19,02/01/2016T14:30:00,Strada Urbana,da specificare,,VIA MONTIGLIO,,,II curva a scendere,Fuoriuscita dalla sede stradale,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,1,"12,42872","41,92407",True
2649939,18,02/01/2016T15:00:00,Strada Urbana,in prossimit�,del civico n.,VIA GREGORIO VII,,61,,Ribaltamento senza urto contro ostacolo fisso,Rettilineo,Pi� di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,4,"12,45045","41,89742",True
2640752,10,02/01/2016T15:05:00,Strada Urbana,all'intersezione con,VIA CAIO CANULEIO,VIALE GIULIO AGRICOLA,VIA CAIO CANULEIO,,,Investimento di pedone,Incrocio,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,2,"12,55952","41,85381",True
2640918,20,02/01/2016T15:20:00,Comunale extraurbana,da specificare,,VIA FLAMINIA,,,direzione Roma prossimit� GRA,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,,,False
2642571,16,02/01/2016T15:40:00,Strada Urbana,in corrispondenza,del civico n.,VIA DI BRAVA,,54,,Scontro laterale fra veicoli in marcia,Curva senza visuale libera,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Scarso,Sufficiente,Ore Diurne,1,0,0,1,,,False
2651494,18,02/01/2016T16:00:00,Statale entro l'abitato,da specificare,,VIA AURELIA,,,in pross. della chilometrica 10.900 direz. Civitav,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,2,"12,4138","41,89218",True
