ID,Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,Strada02,Strada1,Strada2,Chilometrica,DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,Longitudine,Latitudine,CONFERMATO
2659632,8,18/01/2016 21:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DEL PONTE DI NONA,,81,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,3,"1,266,684","4,189,119",True
2659934,2,18/01/2016 21:50:00,Strada Urbana,all'intersezione con,VIA COLLALTO SABINO,PIAZZA DI S. EMERENZIANA,VIA COLLALTO SABINO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,"1,251,616","4,192,921",True
2659887,3,18/01/2016 22:15:00,Strada Urbana,da specificare,,VIALE DEL MURO TORTO,,,dir. Lungotevere 300 mt. prima di P.le Flaminio,Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,2,"1,248,216","4,191,007",True
2659635,8,18/01/2016 22:20:00,Statale entro l'abitato,all'intersezione con,VIA CASILINA,VIA DI TOR BELLA MONACA,VIA CASILINA,,,Veicolo in marcia contro ostacolo accidentale,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,"1,264,015","4,186,345",True
2659637,8,18/01/2016 22:40:00,Statale entro l'abitato,all'intersezione con,VIA CASILINA,VIA DI TOR BELLA MONACA,VIA CASILINA,,,Veicolo in marcia contro ostacolo accidentale,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,"1,264,023","4,186,338",True
2659764,18,18/01/2016 22:40:00,Strada Urbana,da specificare,,VIA ANASTASIO II,,,prossimit•À_ fronte Via G. De Vecchi Pieralice,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,0,"1,244,247","4,189,998",False
2659650,8,19/01/2016,Provinciale entro l'abitato,da specificare,,VIA COLLATINA,,,20 mt dopo rotatoria V. Cicali dir RM centro,Veicolo in marcia contro ostacolo accidentale,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,1,"1,264,727","4,191,166",True
2659633,5,19/01/2016 01:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA MICHELANGELO TILLI,,49,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Sufficiente,0,0,0,3,"1,255,151","4,193,381",True
2661193,8,19/01/2016 06:45:00,Strada Urbana,in prossimit•À_,della chilometrica,VIA PRENESTINA,,0.15,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"126,069","4,189,378",True
2659585,10,19/01/2016 06:45:00,Strada Urbana,all'intersezione con,VIA CALPURNIO FIAMMA,VIA FLAVIO STILICONE,VIA CALPURNIO FIAMMA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"1,255,993","4,185,968",True
2661034,17,19/01/2016 07:20:00,Strada Urbana,all'intersezione semaforizzata con,VIA BARLETTA,VIALE DELLE MILIZIE,VIA BARLETTA,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,245,812","4,191,109",True
2661365,20,19/01/2016 07:25:00,,da specificare,,VIALE DI TOR DI QUINTO,,,Pross. Via Caprilli,Tamponamento,,,Asciutto,,,Nuvoloso,Normale,Buona,,1,0,0,3,,,False
2663046,4,19/01/2016 07:45:00,Statale,in prossimit•À_,della chilometrica,VIA SALARIA,,15.65,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,253,243","4,201,665",True
2660058,6,19/01/2016 07:50:00,Strada Urbana,all'intersezione con,VIA ARGENTINA ALTOBELLI,VIA PRENESTINA,VIA ARGENTINA ALTOBELLI,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,256,407","418,951",True
2661491,4,19/01/2016 08:15:00,Strada Urbana,da specificare,,VIA VIRGILIO TALLI,,,prossimit•À_ via A. Bettini,Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,252,311","4,196,455",True
2660129,19,19/01/2016 08:20:00,Strada Urbana,all'intersezione con,VIA ANDREA VERGA,VIA CARLO LIVI,VIA ANDREA VERGA,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,"1,241,853","4,193,587",True
2661335,5,19/01/2016 08:30:00,Strada Urbana,in corrispondenza,del civico n.,VIA PIETRO CAMPILLI,,28,,Infortunio per sola frenata improvvisa,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,"1,257,746","4,191,546",True
2661387,4,19/01/2016 08:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA UBALDINO PERUZZI,,30,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,3,"1,252,452","4,196,239",True
2660636,1,19/01/2016 09:25:00,Strada Urbana,da specificare,,PIAZZA DELLA REPUBBLICA,,,FRONTE BASILICA,Veicolo in marcia contro ostacolo accidentale,Rotatoria,Una carreggiata a senso unico di marcia,Sdrucciolevole (pietrisco),In cubetti di porfido,Temporanea di cantiere,Nuvoloso,Intenso,Buona,Ore Diurne,1,0,0,0,,,False
2662941,18,19/01/2016 10:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA AURELIA,,396,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,2,"124,309","4,189,794",True
2660627,1,19/01/2016 10:10:00,Strada Urbana,all'intersezione con,VIALE AURELIO SAFFI,VIALE DI TRASTEVERE,VIALE AURELIO SAFFI,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,,,False
2660556,18,19/01/2016 10:15:00,Strada Urbana,in corrispondenza,del civico n.,VIA BALDO DEGLI UBALDI,,104,,Scontro frontale/laterale SX fra veicoli in marcia,Pendenza,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,3,"1,243,379","4,189,911",True
2661154,20,19/01/2016 10:25:00,Strada Urbana,in prossimit•À_,del civico n.,VIA FLAMINIA,,796,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2660154,19,19/01/2016 10:30:00,Strada Urbana,all'intersezione con,VIA RUDIANO,VIA CAIRATE,VIA RUDIANO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"1,238,358","4,195,282",True
2660147,2,19/01/2016 10:45:00,Strada Urbana,in corrispondenza,del civico n.,VIALE REGINA MARGHERITA,,109/b,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,250,151","4,191,714",True
2661487,19,19/01/2016 10:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIA ROMEO RODRIGUEZ PEREIRA,,215/C,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,243,704","4,191,962",True
2663044,16,19/01/2016 11:20:00,Strada Urbana,all'intersezione con,PIAZZA IPPOLITO NIEVO,VIALE DI TRASTEVERE,PIAZZA IPPOLITO NIEVO,,,Infortunio per sola frenata improvvisa,Intersezione stradale segnalata,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2663087,16,19/01/2016 11:30:00,Strada Urbana,all'intersezione con,VIALE AURELIO SAFFI,VIALE DELLE MURA GIANICOLENSI,VIALE AURELIO SAFFI,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione non regolata/non segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,2,"124,659","418,822",True
2662921,1,19/01/2016 11:40:00,Strada Urbana,all'intersezione semaforizzata con,VIA ACCIAIOLI,LUNGOTEVERE DEI SANGALLO,VIA ACCIAIOLI,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Grandine in atto,Intenso,Sufficiente,Ore Diurne,1,0,0,2,"1,246,514","4,189,809",False
2660194,6,19/01/2016 11:45:00,Strada Urbana,in corrispondenza,del civico n.,VIA ERASMO GATTAMELATA,,89,,Tamponamento,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,,,False
2660261,2,19/01/2016 11:45:00,Strada Urbana,da specificare,,PIAZZALE DON GIOVANNI MINZONI,,,alt. civ. 15,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,"1,248,008","4,192,084",True
2661263,11,19/01/2016 12:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA DI TOR CARBONE,,203,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,252,032","4,182,698",True
2660744,15,19/01/2016 12:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DELLA MAGLIANA,,63/A,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,"1,245,954","4,185,782",False
2660848,15,19/01/2016 12:30:00,Comunale extraurbana,da specificare,,VIA DELLA MAGLIANA,,,altezza GRA corsia esterna,Scontro laterale fra veicoli in marcia,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,0,"1,242,401","4,183,394",False
2691523,2,19/01/2016 12:45:00,Strada Urbana,da specificare,,VIA ANTONIO BERTOLONI,,,prossimit•À_ Via Boscovich,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,248,883","4,192,295",True
2661527,7,19/01/2016 12:45:00,Strada Urbana,all'intersezione semaforizzata con,VIALE DEI ROMANISTI,VIALE PALMIRO TOGLIATTI,VIALE DEI ROMANISTI,,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,256,806","4,186,987",True
2660593,1,19/01/2016 12:50:00,Strada Urbana,in prossimit•À_,del civico n.,VIA GALVANI,,69,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,247,462","4,187,697",True
2661194,8,19/01/2016 13:00:00,,in corrispondenza,del palo luce n.,VIALE DELLA SORBONA,,68,,Tamponamento,,,,,,,,,,3,0,0,1,"1,261,206","4,185,464",False
2661421,13,19/01/2016 13:00:00,Strada Urbana,all'intersezione con,VIA GIANFILIPPO USELLINI,VIA DI ACILIA,VIA GIANFILIPPO USELLINI,,,Veicolo in marcia contro ostacolo accidentale,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,237,142","417,737",True
2660726,15,19/01/2016 13:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA GAETANO ASTOLFI,VIA PORTUENSE,VIA GAETANO ASTOLFI,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,240,939","4,184,342",True
2660668,2,19/01/2016 13:05:00,Strada Urbana,in prossimit•À_,del civico n.,LUNGOTEVERE DELL'ACQUA ACETOSA,,fr. 119,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,"1,249,637","4,190,278",False
2660310,10,19/01/2016 13:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIA MARCO VALERIO CORVO,,111,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"1,256,001","418,566",True
2661205,20,19/01/2016 14:00:00,Strada Urbana,da specificare,,VIA ISCHIA DI CASTRO,,,pross. Palestra Juvenia,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,245,076","4,196,849",True
2660547,9,19/01/2016 14:00:00,Strada Urbana,all'intersezione con,VIALE CASTRENSE,VIA ACIREALE,VIALE CASTRENSE,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,,,False
2661791,1,19/01/2016 14:40:00,Strada Urbana,all'intersezione con,PIAZZALE UGO LA MALFA,VIA DEL CIRCO MASSIMO,PIAZZALE UGO LA MALFA,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"1,248,492","418,853",False
2661010,7,19/01/2016 14:55:00,Statale entro l'abitato,all'intersezione con,VIA CARLO DE' MARCHESETTI,VIA CASILINA,VIA CARLO DE' MARCHESETTI,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,2,0,0,0,"1,258,444","4,186,935",True
2662980,18,19/01/2016 15:00:00,Strada Urbana,da specificare,,VIA AURELIA,,,prossimit•À_ fronte civico 493,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"124,138","4,189,218",True
2660455,10,19/01/2016 15:05:00,Strada Urbana,all'intersezione con,VIA CAIO CANULEIO,VIALE TITO LABIENO,VIA CAIO CANULEIO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,256,389","4,185,063",True
2660697,2,19/01/2016 15:15:00,Strada Urbana,all'intersezione con,PIAZZA TRENTO,CORSO TRIESTE,PIAZZA TRENTO,,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"1,250,939","4,192,047",False
2660568,12,19/01/2016 15:15:00,Provinciale,da specificare,,VIA LAURENTINA,,,altezza Km. 11.200 (Direzione Trigoria),Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,3,0,0,0,"1,248,053","4,177,935",False
2661064,17,19/01/2016 15:19:00,Strada Urbana,in corrispondenza,del civico n.,VIA LUIGI SETTEMBRINI,,31,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,0,"1,246,567","419,152",False
2660527,9,19/01/2016 15:20:00,Strada Urbana,da specificare,,VIALE CASTRENSE,,,fronte civico 5/b,Tamponamento,Rettilineo,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2661114,17,19/01/2016 15:20:00,Strada Urbana,all'intersezione semaforizzata con,PIAZZA DEI MARTIRI DI BELFIORE,VIA LUIGI SETTEMBRINI,PIAZZA DEI MARTIRI DI BELFIORE,,,Tamponamento,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,1,"1,246,689","4,191,487",False
2661283,20,19/01/2016 15:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA CASSIA,,1110,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,1,0,0,1,,,False
2661985,1,19/01/2016 15:45:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA ALBANIA,,10,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Pi•À_ di due carreggiate,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,248,361","4,187,992",True
2662088,2,19/01/2016 15:55:00,Strada Urbana,in prossimit•À_,del civico n.,VIA PO,,39/f,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,"1,249,817","4,191,693",False
2661225,20,19/01/2016 16:00:00,Strada Urbana,all'intersezione con,VIA VALLE DELLA STORTA,VIA CASSIA,VIA VALLE DELLA STORTA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,237,857","420,099",True
2662954,4,19/01/2016 16:10:00,Provinciale entro l'abitato,da specificare,,VIA NOMENTANA,,,fronte civico 1125,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,4,"1,257,041","4,194,916",True
2661198,8,19/01/2016 16:20:00,Strada Urbana,all'intersezione con,VIA CERRO AL VOLTURNO,VIA CARPINONE,VIA CERRO AL VOLTURNO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"126,729","4,191,769",False
2661871,23,19/01/2016 16:30:00,Comunale extraurbana,in corrispondenza,della chilometrica,VIA CRISTOFORO COLOMBO,,18.3,,Tamponamento Multiplo,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,3,"1,244,704","4,180,373",True
2661521,16,19/01/2016 16:35:00,Strada Urbana,in corrispondenza,del civico n.,CIRCONVALLAZIONE GIANICOLENSE,,323,,Scontro laterale fra veicoli in marcia,Rettilineo,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,244,535","4,187,582",True
2660721,2,19/01/2016 16:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DOMENICO CHELINI,,30,,Infortunio per sola frenata improvvisa,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,"1,248,197","4,192,669",False
2661218,8,19/01/2016 16:55:00,Statale entro l'abitato,all'intersezione semaforizzata con,VIA DELLE RONDINI,VIA CASILINA,VIA DELLE RONDINI,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,2,"1,259,265","4,186,714",True
2660679,7,19/01/2016 17:00:00,Statale entro l'abitato,all'intersezione con,VIA GIOVANNI CAMILLO PERESIO,VIA CASILINA,VIA GIOVANNI CAMILLO PERESIO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,1,0,0,2,"1,259,388","4,186,686",False
2661518,7,19/01/2016 17:20:00,Strada Urbana,all'intersezione con,VIA PIO JORIS,VIA LUIGI ALAMANNI,VIA PIO JORIS,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,3,"1,259,315","4,189,894",True
2661516,19,19/01/2016 17:35:00,Strada Urbana,da specificare,,VIA ROBBIO,,,prossimit•À_ via Casal del Marmo,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Sufficiente,0,0,0,2,"1,239,011","4,194,398",True
2661585,19,19/01/2016 17:37:00,Strada Urbana,da specificare,,VIA ROBBIO,,,a met•À_,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Sufficiente,0,0,0,2,"1,238,867","4,194,462",True
2661629,19,19/01/2016 17:40:00,Strada Urbana,da specificare,,VIA VARZI,,,pross. civ. 94,Veicolo in marcia contro veicolo in sosta,Curva senza visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Sufficiente,0,0,0,1,"1,238,717","419,451",True
2661758,1,19/01/2016 17:50:00,Strada Urbana,in corrispondenza,del civico n.,CORSO VITTORIO EMANUELE II,,283,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,1,"1,246,749","4,189,876",False
2661465,3,19/01/2016 17:50:00,,all'intersezione semaforizzata con,VIALE REGINA MARGHERITA,VIA NOMENTANA,VIALE REGINA MARGHERITA,,,Scontro laterale fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2661122,17,19/01/2016 17:50:00,Strada Urbana,all'intersezione con,VIA CIRO MENOTTI,VIA GIOVANNI NICOTERA,VIA CIRO MENOTTI,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,3,"1,246,845","4,191,546",True
2661392,7,19/01/2016 18:00:00,Strada Urbana,in corrispondenza,del civico n.,VIALE PALMIRO TOGLIATTI,,858,,Tamponamento Multiplo,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Sufficiente,1,0,0,4,"1,257,381","4,188,779",False
2661498,19,19/01/2016 18:10:00,Strada Urbana,da specificare,,VIA DELLA VALLE DEI FONTANILI,,,altezza V. Dumas,Tamponamento Multiplo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Sufficiente,3,0,0,1,"1,240,821","4,192,742",True
2663040,4,19/01/2016 18:15:00,Strada Urbana,da specificare,,VIA PIAN DI SCO,,,via S.M. della Speranza,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,1,"1,251,853","4,196,104",True
2661214,9,19/01/2016 18:40:00,Strada Urbana,all'intersezione con,VIA CARLO CIPOLLA,VIA LATINA,VIA CARLO CIPOLLA,,,Scontro frontale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,"1,252,963","4,186,614",False
2661448,16,19/01/2016 18:50:00,Strada Urbana,all'intersezione con,VIA DI BRAVETTA,VIA DEI MARCELLINI,VIA DI BRAVETTA,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,2,"1,242,249","4,187,005",True
2661342,5,19/01/2016 19:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA MONDRAGONE,VIA APPIA NUOVA,VIA MONDRAGONE,,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Sufficiente,0,0,0,2,"1,253,077","4,186,644",True
2662850,4,19/01/2016 19:20:00,Strada Urbana,all'intersezione con,VIA AMALIA BETTINI,VIADOTTO GIOVANNI GRONCHI,VIA AMALIA BETTINI,,,Tamponamento Multiplo,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,3,"1,253,498","4,195,858",False
2661583,2,19/01/2016 19:40:00,Strada Urbana,all'intersezione con,VIALE DELLA MOSCHEA,VIA DEL FORO ITALICO,VIALE DELLA MOSCHEA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Sufficiente,0,0,0,3,"1,248,104","4,194,025",True
