ID,Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,Strada02,Strada1,Strada2,Chilometrica,DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,Longitudine,Latitudine,CONFERMATO
2676129,17,30/01/2016 14:15:00,Strada Urbana,all'intersezione con,VIA MOCENIGO,VIA FRANCESCO CARACCIOLO,VIA MOCENIGO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,1,,,False
2677768,1,30/01/2016 14:30:00,Strada Urbana,all'intersezione con,VIA GINORI,PIAZZA DI S. MARIA LIBERATRICE,VIA GINORI,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,,,False
2687755,18,30/01/2016 14:30:00,Strada Urbana,in corrispondenza,del civico n.,CIRCONVALLAZIONE AURELIA,,46,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"1,242,849","4,189,652",False
2675907,8,30/01/2016 14:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DI VERMICINO,,230,,Tamponamento Multiplo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,6,0,0,1,"1,265,268","4,183,099",False
2675833,5,30/01/2016 14:50:00,Strada Urbana,in prossimit•À_,del civico n.,VIA VACUNA,,71,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,253,577","4,191,092",True
2675904,8,30/01/2016 15:00:00,,all'intersezione con,VIA COMITINI,VIA REALMONTE,VIA COMITINI,,,Scontro laterale fra veicoli in marcia,,,,,,,,,,0,0,0,2,,,False
2676076,2,30/01/2016 15:20:00,Strada Urbana,all'intersezione con,VIA RUGGERO GIOVANNELLI,VIA GIOVANNI PAISIELLO,VIA RUGGERO GIOVANNELLI,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,"1,249,419","4,191,583",True
2676009,2,30/01/2016 15:30:00,Strada Urbana,all'intersezione con,VIA PIER DELLA FRANCESCA,VIALE DEL VIGNOLA,VIA PIER DELLA FRANCESCA,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,2,"1,246,418","4,192,608",True
2675535,20,30/01/2016 15:50:00,Strada Urbana,all'intersezione semaforizzata con,PIAZZALE DELLA FARNESINA,VIALE ANTONINO DI SAN GIULIANO,PIAZZALE DELLA FARNESINA,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,246,103","419,368",True
2676078,19,30/01/2016 16:45:00,Strada Urbana,da specificare,,LUNGOTEVERE DEI PIERLEONI,,,PROSS. VIA DI PONTE ROTTO,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,"1,247,955","4,189,059",True
2676284,4,30/01/2016 16:50:00,Strada Urbana,da specificare,,VIA NOMENTANA,,,pross. via Sacco Pastore,Tamponamento,Rettilineo,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,255,238","4,194,111",True
2674829,19,30/01/2016 17:30:00,Strada Urbana,da specificare,,VIA S. GIUSEPPE DA COPERTINO,,,altezza rampa GRA direzione Napoli,Scontro laterale fra veicoli in marcia,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,2,"1,240,376","4,197,606",True
2675342,6,30/01/2016 17:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIALE DELLA STAZIONE PRENESTINA,,27,,Scontro frontale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Sufficiente,0,0,0,3,"125,465","4,189,388",True
2677662,1,30/01/2016 17:45:00,Strada Urbana,all'intersezione con,VIA EMILIO MOROSINI,VIALE DI TRASTEVERE,VIA EMILIO MOROSINI,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Sufficiente,Sufficiente,1,0,0,1,"1,247,109","418,857",False
2676124,2,30/01/2016 17:58:00,Strada Urbana,in prossimit•À_,del civico n.,VIA SAVOIA,,fr. 29 b,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,"1,250,088","4,191,368",True
2676087,19,30/01/2016 18:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA DEL MONTE DELLA CAPANNA,,123,,Infortunio per caduta del veicolo,Rettilineo,Una carreggiata a senso unico alternato,Asciutto,Strada pavimentata dissestata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,1,0,0,1,"1,239,631","4,192,134",True
2687434,18,30/01/2016 18:15:00,Strada Urbana,da specificare,,PIAZZA PIA,,,snc,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,3,"1,246,435","4,190,276",False
2675787,15,30/01/2016 18:55:00,Strada Urbana,all'intersezione con,VIA DI GENEROSA,VIA DELLE VIGNE,VIA DI GENEROSA,,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,4,"1,242,195","4,184,034",True
2677782,1,30/01/2016 19:20:00,Strada Urbana,da specificare,,PIAZZA DELLA REPUBBLICA,,,.,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,5,"1,249,596","4,190,279",True
2676012,5,30/01/2016 19:30:00,Strada Urbana,da specificare,,VIA DI PORTONACCIO,,,prossimit•À_ civico 23B,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,Sufficiente,2,0,0,1,"1,253,742","4,190,003",False
2675849,8,30/01/2016 19:30:00,Strada Urbana,da specificare,,VIA DI TOR BELLA MONACA,,,pross. intersezione  V. Anderloni direz. G.R.A.,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,2,"1,262,852","4,187,609",True
2675840,5,30/01/2016 19:30:00,Strada Urbana,all'intersezione con,LARGO DOMENICO DE DOMINICIS,VIA DI PORTONACCIO,LARGO DOMENICO DE DOMINICIS,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,"1,253,602","4,190,289",True
2675953,10,30/01/2016 19:30:00,Strada Urbana,all'intersezione con,VIA TUSCOLANA,VIA BIAGIO PETROCELLI,VIA TUSCOLANA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,4,"1,260,496","4,183,551",True
2675323,12,30/01/2016 19:45:00,Strada Urbana,all'intersezione con,PIAZZALE CINA,VIA CANTON,PIAZZALE CINA,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,3,"1,243,294","4,180,728",True
2677875,8,30/01/2016 19:45:00,,da specificare,,VIA DI FONTANA CANDIDA,,,nel tratto compreso tra i pali Acea n•À_ 36 e 37,Investimento di pedone,,,,,,,,,,1,0,1,1,,,False
2675508,20,30/01/2016 20:20:00,,all'intersezione con,VIA ITALO PICCAGLI,VIA CASSIA,VIA ITALO PICCAGLI,,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2676040,19,30/01/2016 20:40:00,Strada Urbana,in prossimit•À_,del civico n.,VIA TRIONFALE,,10600,,Tamponamento Multiplo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,5,"1,241,217","4,195,445",True
2676171,17,30/01/2016 21:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA GEROLAMO SERIPANDO,,36,,Tamponamento,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,"1,241,818","4,192,134",False
2675981,5,30/01/2016 22:30:00,,da specificare,,VIA TUSCOLANA,,,direzione centro prossimit•À_ civico 444,Tamponamento,,,,,,,,,,2,0,0,0,"1,253,413","4,187,126",False
2675996,2,30/01/2016 22:45:00,Strada Urbana,all'intersezione con,VIA VALLE BORBERA,VIA VAL D'OSSOLA,VIA VALLE BORBERA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,4,"1,252,889","419,353",True
2675570,20,30/01/2016 23:30:00,Provinciale entro l'abitato,all'intersezione semaforizzata con,VIA MANFREDI AZZARITA,VIA CASSIA,VIA MANFREDI AZZARITA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,3,"1,244,707","4,196,303",True
2676281,7,31/01/2016 00:30:00,Strada Urbana,in corrispondenza,del civico n.,VIA GIORGIO PERLASCA,,50,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Insufficiente,0,0,0,1,"1,257,045","4,190,036",True
2676015,7,31/01/2016 00:50:00,,all'intersezione semaforizzata con,VIALE RONCHI,VIA PRENESTINA,VIALE RONCHI,,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2675802,11,31/01/2016 01:00:00,Strada Urbana,da specificare,,VIA CRISTOFORO COLOMBO,,,carreggiata centrale alt. palo luce n. 153,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,2,1,0,0,"1,249,614","4,185,797",False
2676431,12,31/01/2016 01:12:00,Strada Urbana,all'intersezione con,VIA DELLE TRE FONTANE,VIALE DEL PATTINAGGIO,VIA DELLE TRE FONTANE,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,1,0,0,2,"1,247,275","4,183,957",False
2675555,20,31/01/2016 01:30:00,,da specificare,,VIA FLAMINIA,,,altezza civico 495,Scontro frontale fra veicoli in marcia,,,,,,,,,,1,0,0,2,,,False
2675235,12,31/01/2016 03:37:00,Strada Urbana,da specificare,,VIA CRISTOFORO COLOMBO,,,prossimit•À_ palo ACEA 354 direzione Ostia,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,4,0,0,1,,,False
2676061,13,31/01/2016 04:00:00,,da specificare,,VIA OSTIENSE,,,ALT. GRA DIREZIONE ROMA,Veicolo in marcia contro ostacolo fisso,,,,,,,,,,0,0,0,0,,,False
2690035,18,31/01/2016 04:00:00,Strada Urbana,all'intersezione con,VIA DI VILLA TROILI,VIA AURELIA,VIA DI VILLA TROILI,,,Veicolo in marcia contro ostacolo accidentale,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Insufficiente,Inesistente,0,0,0,2,"1,240,813","4,188,899",True
2676034,13,31/01/2016 04:30:00,Strada Urbana,da specificare,,VIA OSTIENSE,,,altezza GRA direzione Roma,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Inesistente,0,0,0,2,"1,245,895","4,183,686",False
2675992,10,31/01/2016 05:00:00,Strada Urbana,all'intersezione semaforizzata con,VIALE GIULIO AGRICOLA,VIA TUSCOLANA,VIALE GIULIO AGRICOLA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,3,0,0,0,"1,256,245","4,185,666",False
2678273,1,31/01/2016 05:20:00,Strada Urbana,all'intersezione semaforizzata con,VIALE MANZONI,VIA CONTE VERDE,VIALE MANZONI,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,3,0,0,3,"1,250,869","4,189,213",True
2675326,12,31/01/2016 05:30:00,Strada Urbana,in corrispondenza,del civico n.,VIA ALFONSINE,,8,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,1,0,0,0,"1,242,621","4,178,769",False
2690207,18,31/01/2016 07:15:00,Strada Urbana,in prossimit•À_,del civico n.,VIA GAETANO MAZZONI,,65,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,"1,239,439","4,190,782",True
2680644,18,31/01/2016 08:55:00,Strada Urbana,in prossimit•À_,del civico n.,VIA SUOR MARIA AGOSTINA,,73,,Veicoli in marcia contro veicolo fermo,Pendenza,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,4,"1,239,001","4,190,506",True
2689952,18,31/01/2016 09:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA SUOR MARIA AGOSTINA,,71,,Ribaltamento senza urto contro ostacolo fisso,Pendenza,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,0,"1,239,033","4,190,503",False
2675870,5,31/01/2016 09:30:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA TOMMASO DE CRISTOFORIS,,8,,Investimento di pedone,Curva a visuale libera,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,1,"1,253,478","4,190,042",False
2687407,18,31/01/2016 09:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA AURELIA,,567,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,0,"1,241,905","4,189,601",True
2688680,18,31/01/2016 10:20:00,Strada Urbana,all'intersezione semaforizzata con,VIA INNOCENZO XI,VIA GREGORIO VII,VIA INNOCENZO XI,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,1,0,0,1,"1,243,965","4,189,585",False
2675913,5,31/01/2016 10:50:00,Strada Urbana,in corrispondenza,del civico n.,VIA TIBURTINA,,661,,Investimento di pedone,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,0,"1,254,829","4,191,041",True
2676169,19,31/01/2016 11:45:00,Strada Urbana,all'intersezione con,VIA STEFANO BORGIA,VIA PIETRO MAFFI,VIA STEFANO BORGIA,,,Investimento di pedone,Intersezione non regolata/non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,"1,241,903","4,192,489",True
2675889,8,31/01/2016 12:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DI PRATOLUNGO CASILINO,,8,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,"1,266,047","4,189,068",False
2676168,2,31/01/2016 13:35:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA EUCLIDE,,fr. 37,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,"1,248,148","4,192,683",True
2675805,9,31/01/2016 13:55:00,Strada Urbana,in corrispondenza,del civico n.,VIA NOCERA UMBRA,,22,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"1,252,666","4,187,691",True
2675884,8,31/01/2016 14:00:00,Strada Urbana,da specificare,,VIA DI TOR BELLA MONACA,,,IN PROSS. DISTRIBUTORE TOTAL,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,262,813","4,187,636",True
2676214,17,31/01/2016 14:15:00,Strada Urbana,all'intersezione con,VIA DEI PENITENZIERI,LARGO ILDEBRANDO GREGORI,VIA DEI PENITENZIERI,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Acciotolata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,2,,,False
2676081,13,31/01/2016 15:00:00,,all'intersezione con,VIA DEI PANFILI,VIALE VASCO DE GAMA,VIA DEI PANFILI,,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,0,0,0,2,,,False
2689042,18,31/01/2016 15:15:00,Strada Urbana,in prossimit•À_,del civico n.,VIA CORNELIA,,136,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,3,"1,239,096","4,190,338",True
2676995,23,31/01/2016 15:15:00,Strada Urbana,da specificare,,PONTE CAVOUR,,,circa 20 m dopo int. Lgt Mellini dir. V. Tomacelli,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),In cubetti di porfido,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,1,"1,247,369","4,190,501",True
2675438,10,31/01/2016 15:30:00,Strada Urbana,all'intersezione semaforizzata con,VIA DELLE CAPANNELLE,VIA APPIA NUOVA,VIA DELLE CAPANNELLE,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,1,"1,256,202","4,182,462",True
2675867,8,31/01/2016 15:40:00,,all'intersezione con,VIA DEL PONTE DI PANTANO,VIA CASILINA,VIA DEL PONTE DI PANTANO,,,Tamponamento,,,,,,,,,,1,0,0,5,,,False
2676190,19,31/01/2016 15:45:00,Strada Urbana,all'intersezione con,VIA ROCCO PAGLIARA,VIA DI CASAL DEL MARMO,VIA ROCCO PAGLIARA,,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,6,"1,238,894","419,421",True
2676353,12,31/01/2016 16:00:00,,da specificare,,VIA OSTIENSE,,,alt. parcheggio metro Magliana,Scontro laterale fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2675855,5,31/01/2016 16:15:00,Strada Urbana,da specificare,,NUOVA CIRCONVALLAZIONE INTERNA,,,direz.Salaria 200 mt prima access. da Portonaccio,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,"1,253,401","4,190,608",True
2676389,1,31/01/2016 16:15:00,Strada Urbana,in prossimit•À_,del civico n.,PASSEGGIATA DEL GIANICOLO,,3,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,0,,,False
2676378,4,31/01/2016 16:15:00,Strada Urbana,all'intersezione con,VIA RINO GAETANO,VIA MARIO SOLDATI,VIA RINO GAETANO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,"1,253,481","4,196,983",True
2675847,9,31/01/2016 16:20:00,Strada Urbana,all'intersezione con,VIA MUZIO SCEVOLA,VIALE FURIO CAMILLO,VIA MUZIO SCEVOLA,,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"1,252,514","4,187,615",True
2675988,20,31/01/2016 16:40:00,Regionale entro l'abitato,da specificare,,VIADOTTO GIUBILEO DEL 2000,,,direzione Labaro 30 mt dopo il GRA,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,0,,,False
2675856,8,31/01/2016 18:00:00,,da specificare,,VIA ROCCAFORTE DEL GRECO,,,ALT. VIA ROCCA CENCIA,Investimento di pedone,,,,,,,,,,1,0,0,1,,,False
2675964,7,31/01/2016 18:10:00,Strada Urbana,in prossimit•À_,del civico n.,VIALE PALMIRO TOGLIATTI,,276,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,2,"1,256,791","4,186,623",True
2675838,8,31/01/2016 18:10:00,Strada Urbana,da specificare,,VIA DOMENICO PARASACCHI,,,prossimit•À_ Via Vigan•À_,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,"1,263,108","4,186,603",True
2679454,12,31/01/2016 18:10:00,Strada Urbana,da specificare,,VIALE DI VAL FIORITA,,,LATERALE VIA FRUGONI ,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,5,"1,246,576","4,184,071",True
2675948,12,31/01/2016 19:00:00,,all'intersezione semaforizzata con,PIAZZALE DELLE NAZIONI UNITE,VIA CRISTOFORO COLOMBO,PIAZZALE DELLE NAZIONI UNITE,,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,3,,,False
2676060,16,31/01/2016 19:00:00,Strada Urbana,all'intersezione con,VIA DELLA PISANA,VIA DI BRAVETTA,VIA DELLA PISANA,,,Investimento di pedone,Intersezione stradale segnalata,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nebbia,Normale,Buona,Sufficiente,2,0,0,1,"1,242,599","4,187,664",False
2676217,1,31/01/2016 19:00:00,Strada Urbana,all'intersezione con,VIA DELLA FERRATELLA IN LATERANO,LARGO DELL'AMBA ARADAM,VIA DELLA FERRATELLA IN LATERANO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico alternato,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,1,0,0,0,"1,250,247","4,188,534",False
2676074,19,31/01/2016 20:10:00,Strada Urbana,in prossimit•À_,del civico n.,VIA CHERASCO,,83,,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,"1,235,036","4,196,135",True
2676831,6,31/01/2016 20:25:00,Strada Urbana,all'intersezione con,VIA DEI DURANTINI,VIA DEI MONTI TIBURTINI,VIA DEI DURANTINI,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,1,,,False
2675782,15,31/01/2016 21:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA PORTUENSE,,799,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,"1,242,162","4,184,965",True
2679974,1,31/01/2016 21:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DEI SERPENTI,,173,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,3,,,False
2675958,20,31/01/2016 21:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA VEIENTANA VETERE,,18,,Veicolo in marcia contro ostacolo fisso,Curva senza visuale libera,,,,,,,,,1,0,0,0,,,False
