_IDProtocollo,_IDVeicolo,_Progressivo,_TipoPersona,_AnnoNascita,_Sesso,_TipoLesione,_Deceduto,_CinturaCascoUtilizzato,_DecedutoDopo,__prefix,_Airbag
2596045,1010676,1,Conducente,1953,M,Rimandato,False,,NON DECEDUTO,z,
2596184,1010735,1,Conducente,1981,F,Rimandato,False,,NON DECEDUTO,z,
2596196,1010742,1,Passeggero,1977,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2596196,1010742,1,Conducente,1985,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2596240,1010756,1,Conducente,1980,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Esploso
2596272,1010781,2,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2596273,1010794,2,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,
2596277,1010775,2,Conducente,1969,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2596287,1010779,1,Conducente,1969,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2596323,1010801,2,Conducente,1963,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2596335,1010799,2,Conducente,1977,M,Ricoverato,False,Utilizzato,NON DECEDUTO,z,
2596359,1010813,2,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2596662,1010902,1,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2596686,1010890,2,Conducente,1959,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2596704,1011046,2,Conducente,1966,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2596730,1010903,1,Passeggero,2007,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2596730,1010903,1,Conducente,1975,F,Rimandato,False,,NON DECEDUTO,z,
2596730,1010903,1,Passeggero,2005,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2596771,1010910,2,Passeggero,1999,M,Rimandato,False,,NON DECEDUTO,z,
2596771,1010910,2,Conducente,1964,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2596771,1010910,2,Passeggero,2001,F,Rimandato,False,,NON DECEDUTO,z,
2596795,1010914,2,Conducente,1986,F,Rimandato,False,,NON DECEDUTO,z,
2596830,1010919,1,Conducente,1973,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2596851,1010932,2,Conducente,1964,F,Rimandato,False,,NON DECEDUTO,z,
2597131,1010999,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2597131,1011002,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2597132,1011000,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597141,1011007,2,Conducente,1995,M,Rimandato,False,,NON DECEDUTO,z,
2597164,1011006,1,Conducente,1964,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597170,1011134,1,Conducente,1985,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2597170,1011152,3,Conducente,1960,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2597170,1011152,3,Passeggero,1999,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2597182,1011102,2,Conducente,1978,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597184,1011130,1,Conducente,1996,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597201,1011010,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597236,1011027,2,Conducente,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597240,1011017,1,Conducente,1977,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2597251,1011024,1,Conducente,1970,M,Rimandato,False,,NON DECEDUTO,z,
2597251,1011032,2,Conducente,1987,M,Rimandato,False,,NON DECEDUTO,z,
2597372,1011112,2,Conducente,1996,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597373,1011052,1,Conducente,1981,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2597378,1011084,1,Conducente,1964,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2597386,1011055,1,Conducente,1984,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597395,1011058,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597418,1011071,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597426,1011074,1,Passeggero,1939,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2597465,1011094,1,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2597479,1011101,1,Conducente,1985,M,Rimandato,False,,NON DECEDUTO,z,
2597518,1011117,1,Conducente,1955,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2597518,1011122,2,Passeggero,0,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2597539,1011163,2,Conducente,1996,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597547,1011190,1,Conducente,1977,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2597695,1011205,2,Conducente,1934,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2597871,1011224,1,Conducente,1969,M,Rimandato,False,,NON DECEDUTO,z,
2597888,1011223,3,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2597975,1011241,1,Passeggero,1963,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2597975,1011241,1,Passeggero,1973,F,Prognosi riservata,False,Non accertato,NON DECEDUTO,z,
2598052,1011260,2,Conducente,1966,M,Rimandato,False,,NON DECEDUTO,z,
2598134,1011290,1,Conducente,1965,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2598365,1012144,3,Conducente,1963,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2598592,1011473,1,Conducente,1952,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598592,1011474,2,Passeggero,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598593,1011480,1,Conducente,1968,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2598610,1011486,1,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598610,1011486,1,Passeggero,1979,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2598614,1011493,1,Conducente,1953,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2598618,1011405,2,Conducente,1991,F,Rimandato,False,,NON DECEDUTO,z,
2598654,1011414,2,Conducente,1992,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2598666,1011417,2,Conducente,1997,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2598688,1011423,1,Conducente,1993,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2598688,1011424,2,Conducente,1966,F,Rimandato,False,,NON DECEDUTO,z,
2598711,1011444,2,Conducente,1982,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598711,1011444,2,Passeggero,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598730,1011438,2,Conducente,1983,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2598730,1011438,2,Passeggero,1966,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2598739,1011442,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2598787,1011458,2,Conducente,1984,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2598787,1011460,3,Conducente,1967,F,Rimandato,False,,NON DECEDUTO,z,
2598790,1011456,2,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2598810,1011468,2,Conducente,1987,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2598810,1011472,3,Conducente,1969,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2598856,1011478,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2598860,1011479,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2599129,1011538,1,Conducente,1958,F,Rimandato,False,,NON DECEDUTO,z,
2599129,1011540,2,Conducente,1978,F,Rimandato,False,,NON DECEDUTO,z,
2599233,1011557,1,Conducente,1996,M,Rimandato,False,,NON DECEDUTO,z,
2599580,1011650,2,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2599781,1011708,1,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2599781,1011708,1,Passeggero,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2599781,1011710,2,Conducente,1958,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2599803,1011712,1,Conducente,2000,M,Rimandato,False,,NON DECEDUTO,z,
2599981,1011744,1,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2600010,1011766,1,Conducente,1966,F,Rimandato,False,,NON DECEDUTO,z,
2600049,1011772,2,Conducente,1988,F,Rimandato,False,Esente,NON DECEDUTO,z,
2600260,1011809,1,Conducente,1994,F,Prognosi riservata,False,,NON DECEDUTO,z,
2600401,1011841,1,Conducente,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600401,1011841,1,Passeggero,1988,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600405,1011845,2,Conducente,1953,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600453,1011861,2,Conducente,1976,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2600468,1011999,2,Conducente,1970,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2600491,1011863,1,Conducente,1971,M,Rimandato,False,,NON DECEDUTO,z,
2600543,1011881,1,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600554,1011882,2,Conducente,1948,M,Rimandato,False,,NON DECEDUTO,z,
2600554,1011882,2,Passeggero,1976,M,Rimandato,False,,NON DECEDUTO,z,
2600560,1011912,2,Conducente,1989,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2600562,1011874,1,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2600568,1011876,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2600575,1011878,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2600590,1011889,1,Conducente,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600593,1011892,2,Conducente,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2600595,1011900,2,Conducente,1959,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2600622,1011908,2,Passeggero,1970,M,Rimandato,False,,NON DECEDUTO,z,
2600622,1011908,2,Conducente,1968,M,Rimandato,False,,NON DECEDUTO,z,
2600622,1011908,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2600622,1011908,2,Passeggero,1967,M,Rimandato,False,,NON DECEDUTO,z,
2600622,1011908,2,Passeggero,1966,M,Rimandato,False,,NON DECEDUTO,z,
2600641,1011913,1,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600641,1011913,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2600641,1011916,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2600666,1011960,2,Conducente,1994,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2600666,1011960,2,Passeggero,1994,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2600682,1011932,2,Conducente,1931,F,Rimandato,False,,NON DECEDUTO,z,
2600688,1011936,2,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2600770,1011958,2,Conducente,1960,M,Rimandato,False,,NON DECEDUTO,z,
2600770,1011958,2,Passeggero,1956,F,Rimandato,False,,NON DECEDUTO,z,
2600831,1011986,1,Conducente,1970,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2600831,1012003,2,Conducente,1958,F,Ricoverato,False,,NON DECEDUTO,z,
2600831,1012015,3,Conducente,1968,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2600862,1012000,1,Conducente,1964,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2600884,1012025,1,Conducente,1984,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2600909,1012118,2,Conducente,1981,M,Rimandato,False,,NON DECEDUTO,z,
2600915,1012184,1,Conducente,1982,M,Rimandato,False,,NON DECEDUTO,z,
2600917,1012197,1,Passeggero,1988,F,Rimandato,False,,NON DECEDUTO,z,
2600920,1012051,1,Passeggero,1994,F,Rimandato,False,,NON DECEDUTO,z,
2600945,1012065,2,Conducente,0,M,Ricoverato,False,,NON DECEDUTO,z,
2601019,1012108,2,Conducente,1991,F,Rimandato,False,Esente,NON DECEDUTO,z,
2601075,1012117,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601077,1012119,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601088,1012128,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601089,1012135,2,Passeggero,1994,F,Rimandato,False,,NON DECEDUTO,z,
2601117,1012151,1,Passeggero,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601118,1012152,2,Conducente,1949,M,Rimandato,False,,NON DECEDUTO,z,
2601129,1012158,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601196,1012188,2,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2601209,1012179,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2601209,1012179,2,Passeggero,1992,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2601226,1012185,1,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2601256,1012191,2,Conducente,1997,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601257,1012189,1,Conducente,1977,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2601323,1012233,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2601323,1012233,2,Passeggero,1994,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2601525,1012280,1,Conducente,1999,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2601709,1012443,1,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2601712,1012561,1,Conducente,1937,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2601880,1012353,2,Conducente,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2601902,1012357,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2601903,1012358,1,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2601919,1012361,2,Conducente,1948,M,Prognosi riservata,False,,NON DECEDUTO,z,
2601926,1013053,2,Conducente,1961,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2601930,1012503,1,Conducente,1955,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601930,1012503,1,Passeggero,1958,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601930,1012512,2,Passeggero,1972,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601930,1012512,2,Conducente,1981,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601935,1012363,1,Conducente,1938,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesistente
2601938,1012468,1,Conducente,1965,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2601992,1012376,2,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602015,1012384,2,Conducente,1967,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2602060,1012395,2,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602106,1012401,2,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2602106,1012401,2,Passeggero,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2602132,1012444,2,Conducente,1969,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2602144,1012413,1,Conducente,1967,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602148,1012613,2,Conducente,1994,M,Rimandato,False,,NON DECEDUTO,z,
2602171,1012451,2,Conducente,1998,M,Ricoverato,False,,NON DECEDUTO,z,
2602277,1012464,1,Conducente,1978,F,Rimandato,False,,NON DECEDUTO,z,
2602277,1012466,2,Conducente,1971,M,Ricoverato,False,,NON DECEDUTO,z,
2602280,1012465,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2602324,1012480,3,Passeggero,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2602345,1012488,2,Passeggero,1984,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2602345,1012488,2,Conducente,1957,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2602440,1012523,1,Conducente,1995,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2602446,1012534,1,Conducente,1973,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2602447,1012529,1,Passeggero,1942,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2602447,1012529,1,Conducente,1943,M,Rimandato,False,,NON DECEDUTO,z,
2602451,1012539,2,Conducente,1990,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2602467,1012550,2,Conducente,1971,F,Rimandato,False,,NON DECEDUTO,z,
2602468,1012552,1,Conducente,1987,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602481,1012546,2,Conducente,1963,M,Rimandato,False,,NON DECEDUTO,z,
2602488,1012560,2,Conducente,1960,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2602586,1012576,2,Conducente,1997,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602629,1012626,2,Conducente,1975,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2602679,1012598,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602755,1012616,1,Conducente,1986,M,Rimandato,False,,NON DECEDUTO,z,
2602755,1012621,2,Conducente,1967,M,Ricoverato,False,Esente,NON DECEDUTO,z,
2602780,1012617,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2602835,1012640,2,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2602870,1012656,3,Passeggero,1937,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2602875,1012650,2,Conducente,1984,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2603067,1012699,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2603079,1012709,2,Conducente,1968,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603095,1012711,1,Passeggero,1940,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2603095,1012711,1,Passeggero,1965,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2603095,1012715,2,Conducente,1941,M,Ricoverato,False,,NON DECEDUTO,z,
2603147,1012719,1,Passeggero,1965,F,Rimandato,False,Esente,NON DECEDUTO,z,
2603147,1012720,2,Passeggero,1998,F,Rimandato,False,Esente,NON DECEDUTO,z,
2603147,1012720,2,Passeggero,1976,M,Ricoverato,False,Esente,NON DECEDUTO,z,
2603173,1012732,1,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2603203,1012747,1,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603208,1012753,1,Conducente,1997,M,Rimandato,False,,NON DECEDUTO,z,
2603402,1012788,2,Passeggero,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603402,1012788,2,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603514,1012800,1,Conducente,1966,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2603529,1012807,2,Conducente,1998,M,Rimandato,False,,NON DECEDUTO,z,
2603531,1012805,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2603531,1012805,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2603551,1012811,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2603551,1012812,3,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2603552,1012818,2,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603555,1012819,2,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2603555,1012819,2,Passeggero,2015,M,Rimandato,False,,NON DECEDUTO,z,
2603568,1012834,2,Conducente,1985,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2603577,1012978,1,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2603577,1012991,2,Conducente,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2603605,1013040,2,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603605,1013040,2,Passeggero,2006,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2603616,1012836,2,Conducente,1985,M,Rimandato,False,,NON DECEDUTO,z,
2603646,1012856,2,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,
2603683,1013252,1,Conducente,1993,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2603720,1012875,1,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2603820,1012903,1,Conducente,1999,M,Rimandato,False,,NON DECEDUTO,z,
2603820,1012903,1,Passeggero,2001,F,Rimandato,False,,NON DECEDUTO,z,
2603991,1012969,2,Passeggero,1968,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2603991,1012976,3,Conducente,1982,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2604027,1012977,2,Conducente,1981,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2604264,1013031,2,Conducente,1959,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2604264,1013034,3,Conducente,1954,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2604567,1013094,2,Conducente,1965,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2604617,1013107,2,Conducente,1958,M,Rimandato,False,,NON DECEDUTO,z,
2604633,1013106,1,Conducente,1978,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2604633,1013109,2,Conducente,1973,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2604701,1013123,2,Conducente,1979,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2604738,1013131,1,Conducente,1969,F,Rimandato,False,,NON DECEDUTO,z,
2605045,1013191,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2605059,1013195,1,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2605068,1013200,2,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2605088,1013260,2,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2605095,1013315,2,Passeggero,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2605118,1013211,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2605122,1013210,1,Passeggero,1997,M,Rimandato,False,,NON DECEDUTO,z,
2605122,1013210,1,Passeggero,1996,M,Prognosi riservata,False,,NON DECEDUTO,z,
2605203,1013240,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2605253,1013261,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2605275,1013274,2,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2605325,1013279,1,Conducente,1998,M,Rimandato,False,,NON DECEDUTO,z,
2605330,1013289,2,Passeggero,1965,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2605349,1013326,2,Conducente,1989,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2605363,1013285,1,Conducente,1980,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2605390,1013295,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2605390,1013295,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2605390,1013298,2,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,Esploso
2605457,1013316,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2605530,1013340,1,Conducente,1996,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2605534,1013356,1,Passeggero,1963,F,Rimandato,False,,NON DECEDUTO,z,
2605534,1013356,1,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2605570,1013400,1,Conducente,1994,M,Rimandato,False,,NON DECEDUTO,z,
2605706,1015000,2,Conducente,1995,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2605769,1013417,2,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2605820,1013425,2,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2605938,1013460,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2605938,1013460,1,Conducente,1984,M,Rimandato,False,,NON DECEDUTO,z,
2605939,1013466,2,Conducente,1983,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2605966,1013477,1,Conducente,1957,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606025,1013487,1,Conducente,1985,M,Rimandato,False,,NON DECEDUTO,z,
2606090,1013505,1,Conducente,1982,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2606135,1013522,2,Conducente,1943,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606148,1013526,1,Conducente,1997,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606173,1013529,1,Passeggero,2012,M,Rimandato,False,,NON DECEDUTO,z,
2606173,1013529,1,Passeggero,2012,M,Rimandato,False,,NON DECEDUTO,z,
2606209,1013539,2,Conducente,1947,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606426,1013582,2,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,
2606456,1013585,1,Conducente,1966,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606461,1013600,2,Conducente,1973,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606461,1013600,2,Passeggero,1984,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606518,1013592,1,Conducente,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606520,1017892,1,Conducente,1956,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606521,1013597,1,Conducente,1961,M,Rimandato,False,,NON DECEDUTO,z,
2606522,1013596,2,Conducente,1957,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606571,1013611,1,Conducente,1976,M,Rimandato,False,,NON DECEDUTO,z,
2606591,1013621,2,Conducente,1949,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606633,1013749,1,Conducente,1982,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2606633,1013749,1,Passeggero,1986,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2606639,1013623,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2606662,1013634,1,Conducente,1951,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
