_IDProtocollo,_IDVeicolo,_Progressivo,_TipoPersona,_AnnoNascita,_Sesso,_TipoLesione,_Deceduto,_CinturaCascoUtilizzato,_DecedutoDopo,__prefix,_Airbag
2574246,1004935,2,Conducente,1996,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2574309,1004949,1,Conducente,1996,M,Rimandato,False,,NON DECEDUTO,z,
2574324,1004991,2,Conducente,1970,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574404,1004978,2,Conducente,1959,F,Rimandato,False,,NON DECEDUTO,z,
2574410,1005080,2,Passeggero,1976,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2574410,1005080,2,Passeggero,2008,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2574420,1004982,1,Conducente,1955,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2574420,1004988,2,Conducente,1980,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2574441,1005023,1,Conducente,1953,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2574510,1005044,2,Conducente,1936,M,Rimandato,False,,NON DECEDUTO,z,
2574516,1005019,1,Passeggero,1956,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574516,1005019,1,Passeggero,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574516,1005019,1,Passeggero,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574516,1005019,1,Passeggero,2011,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574516,1005107,2,Conducente,1968,M,Rimandato,False,,NON DECEDUTO,z,
2574527,1005032,1,Conducente,1995,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2574527,1005051,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2574537,1005037,2,Conducente,1992,F,Rimandato,False,,NON DECEDUTO,z,
2574574,1005083,2,Conducente,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574579,1005079,1,Conducente,1983,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574581,1005074,1,Conducente,1965,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2574609,1005092,1,Passeggero,1934,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574609,1005092,1,Conducente,1936,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574609,1005100,2,Conducente,1970,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574651,1005129,2,Conducente,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574692,1005146,2,Conducente,1982,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2574865,1005147,1,Conducente,1991,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2574926,1005161,1,Conducente,1958,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesistente
2574926,1005164,2,Passeggero,1989,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2574926,1005164,2,Conducente,1993,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2575161,1005191,2,Conducente,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2575288,1005208,2,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575300,1005200,2,Conducente,1994,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2575318,1005207,1,Conducente,1946,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2575380,1005226,2,Conducente,1993,M,Rimandato,False,Esente,NON DECEDUTO,z,
2575477,1005245,1,Passeggero,1998,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575483,1005251,1,Conducente,1992,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2575504,1005260,1,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2575504,1005262,2,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575504,1005262,2,Passeggero,1999,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575509,1005258,2,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575510,1005253,1,Conducente,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575556,1005268,1,Conducente,1986,M,Rimandato,False,,NON DECEDUTO,z,
2575623,1005279,1,Conducente,1977,M,Rimandato,False,,NON DECEDUTO,z,
2575802,1005343,1,Conducente,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2575806,1005377,1,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2575806,1005396,2,Conducente,1989,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2575824,1005503,1,Conducente,1995,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575852,1005305,2,Conducente,1988,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2575859,1005308,2,Conducente,1982,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2575883,1005314,1,Conducente,1981,F,Rimandato,False,,NON DECEDUTO,z,
2575889,1005319,1,Conducente,1968,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2576117,1005366,1,Conducente,1964,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576124,1005379,2,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576125,1005372,2,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576154,1005378,1,Conducente,1957,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2576246,1005408,1,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576295,1005450,1,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2576319,1005433,2,Conducente,1965,M,Rimandato,False,,NON DECEDUTO,z,
2576324,1005429,1,Conducente,1971,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2576347,1005445,2,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576643,1005520,1,Conducente,1968,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2576772,1005538,1,Conducente,1967,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2576885,1005570,2,Conducente,1967,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2576965,1005589,1,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2577024,1005600,2,Conducente,1980,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2577038,1005599,2,Conducente,1946,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2577054,1005604,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2577232,1005633,1,Conducente,1965,M,Prognosi riservata,False,Utilizzato,NON DECEDUTO,z,
2577378,1005662,1,Conducente,1966,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2577378,1005667,2,Conducente,1988,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2577384,1005664,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2577427,1005676,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2577436,1005675,2,Passeggero,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2577481,1005686,2,Conducente,1949,F,Rimandato,False,,NON DECEDUTO,z,
2577489,1005898,2,Conducente,1990,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2577493,1005925,1,Conducente,1945,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2577502,1005721,1,Conducente,1989,F,Ricoverato,False,,NON DECEDUTO,z,
2577506,1005695,2,Conducente,1996,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2577512,1005764,1,Passeggero,1963,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2577512,1005764,1,Conducente,1983,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2577515,1005701,2,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2577518,1010609,1,Conducente,1992,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2577518,1010616,2,Conducente,1936,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2577536,1005697,1,Conducente,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2577587,1005716,1,Passeggero,2000,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2577616,1005727,1,Conducente,1995,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2577645,1005738,2,Conducente,1941,M,Rimandato,False,Esente,NON DECEDUTO,z,
2577677,1005747,2,Conducente,1957,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2577729,1005759,1,Conducente,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2577743,1005765,1,Conducente,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2577783,1005831,2,Conducente,2000,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2577850,1005822,2,Conducente,1978,M,Ricoverato,False,,NON DECEDUTO,z,
2578062,1005886,1,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2578082,1005900,1,Conducente,1981,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2578087,1005902,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2578215,1005923,2,Conducente,1963,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2578338,1005957,2,Conducente,1950,M,Rimandato,False,Esente,NON DECEDUTO,z,
2578398,1006181,2,Passeggero,1943,M,Rimandato,False,,NON DECEDUTO,z,
2578398,1006181,2,Passeggero,1950,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2578398,1006181,2,Passeggero,1956,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2578658,1006014,2,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2578899,1006057,2,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2578939,1006060,1,Conducente,1990,M,Rimandato,False,,NON DECEDUTO,z,
2578939,1006069,2,Conducente,1994,M,Rimandato,False,,NON DECEDUTO,z,
2578963,1006212,1,Conducente,1961,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2578970,1006072,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2579018,1006083,2,Conducente,1962,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2579036,1006088,2,Conducente,1987,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579059,1006096,2,Conducente,1951,M,Rimandato,False,,NON DECEDUTO,z,
2579074,1006100,2,Conducente,1988,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2579083,1006101,1,Conducente,1988,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579156,1006233,2,Conducente,1951,M,Rimandato,False,,NON DECEDUTO,z,
2579178,1006129,2,Conducente,1970,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2579178,1006129,2,Passeggero,1982,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2579196,1006200,1,Conducente,1966,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579389,1006199,1,Passeggero,1993,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2579389,1006199,1,Conducente,1993,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2579656,1006250,1,Conducente,1965,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2579690,1006256,2,Conducente,1957,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579701,1006255,1,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2579729,1006264,2,Conducente,1989,F,Rimandato,False,,NON DECEDUTO,z,
2579760,1006272,1,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2579853,1006304,2,Conducente,1974,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579873,1006342,2,Passeggero,1977,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesistente
2579895,1006309,2,Conducente,1997,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579895,1006309,2,Passeggero,1997,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2579905,1006314,2,Conducente,1995,M,Rimandato,False,,NON DECEDUTO,z,
2579989,1006343,1,Conducente,1963,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2579989,1006344,2,Conducente,1929,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Esploso
2580041,1006367,2,Conducente,1991,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2580322,1006463,2,Conducente,1998,M,Prognosi riservata,False,Non accertato,NON DECEDUTO,z,
2580322,1006463,2,Passeggero,1998,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2580409,1006475,2,Conducente,1966,M,Rimandato,False,,NON DECEDUTO,z,
2580425,1006520,2,Conducente,1979,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2580426,1006516,1,Conducente,1959,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2580431,1006513,1,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2580434,1006510,2,Conducente,1962,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2580483,1006494,1,Passeggero,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2580483,1006494,1,Passeggero,2001,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2580483,1006494,1,Passeggero,2000,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2580506,1006500,1,Passeggero,1966,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2580506,1006500,1,Passeggero,0,F,Ricoverato,False,,NON DECEDUTO,z,
2580506,1006500,1,Conducente,1962,M,Rimandato,False,,NON DECEDUTO,z,
2580506,1006500,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2580620,1006526,2,Conducente,1955,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2580765,1006551,2,Conducente,1955,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2580895,1006561,2,Conducente,1966,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2580920,1006562,1,Conducente,1986,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2580949,1006573,1,Conducente,1968,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2580982,1006576,1,Conducente,1997,M,Rimandato,False,,NON DECEDUTO,z,
2580991,1006581,2,Conducente,1974,M,Ricoverato,False,,NON DECEDUTO,z,
2581113,1006730,2,Conducente,1993,M,Rimandato,False,,NON DECEDUTO,z,
2581434,1006717,2,Passeggero,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581434,1006717,2,Passeggero,2001,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581437,1006673,1,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,Inesploso
2581437,1006673,1,Passeggero,1990,F,Rimandato,False,,NON DECEDUTO,z,
2581437,1006699,2,Passeggero,1998,F,Rimandato,False,,NON DECEDUTO,z,
2581437,1006699,2,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,Esploso
2581437,1006699,2,Passeggero,1999,F,Ricoverato,False,,NON DECEDUTO,z,
2581464,1006698,1,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581601,1006736,2,Passeggero,1998,M,Rimandato,False,,NON DECEDUTO,z,
2581601,1006736,2,Conducente,1999,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581617,1006742,2,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581644,1006753,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2581665,1006756,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2581668,1006757,1,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581672,1006759,2,Conducente,1983,F,Rimandato,False,,NON DECEDUTO,z,
2581679,1006762,2,Conducente,1993,M,Rimandato,False,,NON DECEDUTO,z,
2581708,1006764,2,Conducente,0,F,Rimandato,False,Esente,NON DECEDUTO,z,
2581724,1006770,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2581737,1006772,1,Conducente,1958,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2581754,1006774,1,Conducente,1965,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2581754,1006775,2,Conducente,1929,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2581777,1006781,2,Conducente,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581777,1006781,2,Passeggero,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2581847,1006791,1,Conducente,1981,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2581919,1006798,1,Conducente,1995,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2581926,1006799,1,Conducente,1978,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2582254,1006886,2,Conducente,1950,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2582266,1010926,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2582276,1006894,2,Conducente,1968,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582278,1006893,1,Conducente,1967,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582293,1006899,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582303,1006901,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2582318,1007041,1,Conducente,1990,M,Rimandato,False,,NON DECEDUTO,z,
2582342,1006914,2,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582396,1006954,2,Passeggero,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582396,1006954,2,Conducente,1971,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2582400,1007132,1,Conducente,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582410,1006943,2,Conducente,1968,F,Rimandato,False,,NON DECEDUTO,z,
2582434,1006952,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2582441,1006967,1,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582441,1006967,1,Passeggero,1968,F,Ricoverato,False,,NON DECEDUTO,z,
2582441,1007179,2,Passeggero,1998,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582441,1007179,2,Conducente,1997,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582458,1006960,1,Conducente,1994,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582470,1006965,1,Conducente,1927,M,Rimandato,False,,NON DECEDUTO,z,
2582509,1007035,2,Passeggero,1992,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2582519,1007068,2,Conducente,1992,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,Esploso
2582525,1006997,2,Conducente,1958,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2582525,1007013,3,Conducente,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582542,1007011,2,Conducente,1973,M,Rimandato,False,,NON DECEDUTO,z,
2582552,1007012,1,Conducente,2000,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2582568,1007026,2,Passeggero,1943,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582588,1007036,2,Conducente,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2582597,1007044,2,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2582656,1007075,1,Conducente,1939,M,Rimandato,False,Esente,NON DECEDUTO,z,
2582667,1007084,1,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2582741,1007149,1,Conducente,1959,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2582814,1007158,1,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2582875,1007169,1,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2582890,1007172,1,Conducente,1978,M,Ricoverato,False,Utilizzato,NON DECEDUTO,z,
2582947,1007186,1,Conducente,1966,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2582947,1007187,2,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583116,1007229,1,Conducente,1982,M,Rimandato,False,Non utilizzato,NON DECEDUTO,z,Esploso
2583161,1007240,3,Conducente,1994,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2583194,1007241,1,Conducente,1963,F,Rimandato,False,Esente,NON DECEDUTO,z,
2583281,1007272,2,Conducente,1994,F,Rimandato,False,Non utilizzato,NON DECEDUTO,z,Esploso
2583374,1007295,1,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583377,1007298,2,Conducente,1998,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583414,1007308,1,Conducente,1964,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2583506,1007330,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2583509,1007332,2,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2583619,1007351,2,Passeggero,1965,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2583632,1007381,3,Conducente,1967,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583652,1007357,2,Conducente,1963,M,Ricoverato,False,,NON DECEDUTO,z,
2583668,1007362,2,Conducente,1973,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2583669,1007364,1,Passeggero,1980,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583669,1007364,1,Passeggero,1975,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesistente
2583690,1007420,1,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583749,1007398,3,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583772,1007405,1,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583776,1007393,1,Passeggero,1991,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2583776,1007393,1,Conducente,1987,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2583776,1007400,3,Conducente,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2583779,1007408,2,Conducente,1989,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583809,1007407,2,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583925,1007443,2,Conducente,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2583973,1007497,1,Conducente,1990,M,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,
2584148,1007509,1,Conducente,1989,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2584148,1007514,2,Conducente,1970,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2584148,1007514,2,Passeggero,1974,F,Rimandato,False,,NON DECEDUTO,z,Esploso
2584201,1007541,2,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2584211,1007586,1,Conducente,1995,M,Ricoverato,False,,NON DECEDUTO,z,
2584211,1007607,2,Conducente,1967,M,Ricoverato,False,,NON DECEDUTO,z,
2584222,1007542,1,Conducente,1958,M,Ricoverato,False,,NON DECEDUTO,z,
2584224,1007552,1,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584454,1007567,1,Conducente,1996,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584567,1007585,2,Conducente,1960,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584592,1007597,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584643,1007603,2,Conducente,1974,F,Rimandato,False,,NON DECEDUTO,z,
2584682,1007609,1,Conducente,1986,F,Rimandato,False,,NON DECEDUTO,z,
2584685,1007608,1,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584745,1007630,2,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584746,1007634,2,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2584888,1007670,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2585265,1007875,2,Conducente,1980,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2585272,1007722,1,Conducente,1955,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585304,1007729,1,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2585307,1007734,2,Conducente,1973,M,Rimandato,False,,NON DECEDUTO,z,
2585318,1007741,2,Conducente,1981,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2585332,1007755,2,Conducente,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585418,1007772,2,Conducente,1990,M,Rimandato,False,,NON DECEDUTO,z,
2585425,1007773,2,Conducente,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585463,1007864,1,Conducente,1988,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2585530,1007802,2,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,
2585545,1007879,1,Passeggero,1998,M,Rimandato,False,,NON DECEDUTO,z,
2585545,1007879,1,Conducente,1999,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585565,1007899,2,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585652,1007838,2,Passeggero,1955,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2585660,1007855,2,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585663,1007844,1,Conducente,1953,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2585698,1007869,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585817,1007910,1,Passeggero,2004,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2585860,1007905,1,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2585889,1007907,1,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2585906,1007915,2,Conducente,1957,M,Rimandato,False,,NON DECEDUTO,z,
2586199,1007970,3,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2586670,1008077,1,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2586670,1008079,2,Conducente,1964,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2586673,1008086,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2586754,1008067,2,Conducente,1985,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2586777,1008224,1,Conducente,1970,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2586782,1008068,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2586797,1008178,2,Passeggero,1988,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2586797,1008178,2,Conducente,1989,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
